AGE	INCOME	GENDER	MARITAL	NUMKIDS	NUMCARDS	HOWPAID	MORTGAGE	STORECARDS	LOANS
34	27794	"f"	"single"	0	0	"monthly"	"y"	1	0
34	27794	"f"	"single"	0	0	"monthly"	"y"	1	0
34	27794	"f"	"single"	0	0	"monthly"	"y"	1	0
34	27794	"f"	"single"	0	0	"monthly"	"y"	1	0
34	27794	"f"	"single"	0	0	"monthly"	"y"	1	0
34	27794	"f"	"single"	0	0	"monthly"	"y"	1	0
34	27794	"f"	"single"	0	0	"monthly"	"y"	1	0
34	27794	"f"	"single"	0	0	"monthly"	"y"	1	0
43	27745	"m"	"divsepwid"	4	5	"weekly"	"n"	3	3
43	27745	"m"	"divsepwid"	4	5	"weekly"	"n"	3	3
43	27745	"m"	"divsepwid"	4	5	"weekly"	"n"	3	3
43	27745	"m"	"divsepwid"	4	5	"weekly"	"n"	3	3
43	27745	"m"	"divsepwid"	4	5	"weekly"	"n"	3	3
43	27745	"m"	"divsepwid"	4	5	"weekly"	"n"	3	3
43	27745	"m"	"divsepwid"	4	5	"weekly"	"n"	3	3
43	27745	"m"	"divsepwid"	4	5	"weekly"	"n"	3	3
43	27745	"m"	"divsepwid"	4	5	"weekly"	"n"	3	3
43	27745	"m"	"divsepwid"	4	5	"weekly"	"n"	3	3
35	27706	"m"	"single"	0	1	"monthly"	"y"	2	0
35	27706	"m"	"single"	0	1	"monthly"	"y"	2	0
35	27706	"m"	"single"	0	1	"monthly"	"y"	2	0
35	27706	"m"	"single"	0	1	"monthly"	"y"	2	0
35	27706	"m"	"single"	0	1	"monthly"	"y"	2	0
35	27706	"m"	"single"	0	1	"monthly"	"y"	2	0
35	27706	"m"	"single"	0	1	"monthly"	"y"	2	0
35	27706	"m"	"single"	0	1	"monthly"	"y"	2	0
35	27706	"m"	"single"	0	1	"monthly"	"y"	2	0
35	27706	"m"	"single"	0	1	"monthly"	"y"	2	0
46	27693	"m"	"divsepwid"	2	5	"weekly"	"n"	5	2
46	27693	"m"	"divsepwid"	2	5	"weekly"	"n"	5	2
46	27693	"m"	"divsepwid"	2	5	"weekly"	"n"	5	2
46	27693	"m"	"divsepwid"	2	5	"weekly"	"n"	5	2
46	27693	"m"	"divsepwid"	2	5	"weekly"	"n"	5	2
46	27693	"m"	"divsepwid"	2	5	"weekly"	"n"	5	2
46	27693	"m"	"divsepwid"	2	5	"weekly"	"n"	5	2
46	27693	"m"	"divsepwid"	2	5	"weekly"	"n"	5	2
46	27693	"m"	"divsepwid"	2	5	"weekly"	"n"	5	2
46	27693	"m"	"divsepwid"	2	5	"weekly"	"n"	5	2
47	27678	"f"	"divsepwid"	4	6	"weekly"	"y"	3	2
47	27678	"f"	"divsepwid"	4	6	"weekly"	"y"	3	2
47	27678	"f"	"divsepwid"	4	6	"weekly"	"y"	3	2
47	27678	"f"	"divsepwid"	4	6	"weekly"	"y"	3	2
47	27678	"f"	"divsepwid"	4	6	"weekly"	"y"	3	2
47	27678	"f"	"divsepwid"	4	6	"weekly"	"y"	3	2
47	27678	"f"	"divsepwid"	4	6	"weekly"	"y"	3	2
47	27678	"f"	"divsepwid"	4	6	"weekly"	"y"	3	2
47	27678	"f"	"divsepwid"	4	6	"weekly"	"y"	3	2
47	27678	"f"	"divsepwid"	4	6	"weekly"	"y"	3	2
43	27669	"f"	"divsepwid"	3	6	"weekly"	"n"	5	3
43	27669	"f"	"divsepwid"	3	6	"weekly"	"n"	5	3
43	27669	"f"	"divsepwid"	3	6	"weekly"	"n"	5	3
43	27669	"f"	"divsepwid"	3	6	"weekly"	"n"	5	3
43	27669	"f"	"divsepwid"	3	6	"weekly"	"n"	5	3
43	27669	"f"	"divsepwid"	3	6	"weekly"	"n"	5	3
43	27669	"f"	"divsepwid"	3	6	"weekly"	"n"	5	3
43	27669	"f"	"divsepwid"	3	6	"weekly"	"n"	5	3
43	27669	"f"	"divsepwid"	3	6	"weekly"	"n"	5	3
43	27669	"f"	"divsepwid"	3	6	"weekly"	"n"	5	3
29	27632	"f"	"single"	0	1	"monthly"	"y"	1	0
29	27632	"f"	"single"	0	1	"monthly"	"y"	1	0
29	27632	"f"	"single"	0	1	"monthly"	"y"	1	0
29	27632	"f"	"single"	0	1	"monthly"	"y"	1	0
29	27632	"f"	"single"	0	1	"monthly"	"y"	1	0
29	27632	"f"	"single"	0	1	"monthly"	"y"	1	0
29	27632	"f"	"single"	0	1	"monthly"	"y"	1	0
29	27632	"f"	"single"	0	1	"monthly"	"y"	1	0
29	27632	"f"	"single"	0	1	"monthly"	"y"	1	0
29	27632	"f"	"single"	0	1	"monthly"	"y"	1	0
46	27569	"m"	"married"	3	3	"weekly"	"y"	4	2
46	27569	"m"	"married"	3	3	"weekly"	"y"	4	2
46	27569	"m"	"married"	3	3	"weekly"	"y"	4	2
46	27569	"m"	"married"	3	3	"weekly"	"y"	4	2
46	27569	"m"	"married"	3	3	"weekly"	"y"	4	2
46	27569	"m"	"married"	3	3	"weekly"	"y"	4	2
46	27569	"m"	"married"	3	3	"weekly"	"y"	4	2
46	27569	"m"	"married"	3	3	"weekly"	"y"	4	2
46	27569	"m"	"married"	3	3	"weekly"	"y"	4	2
46	27569	"m"	"married"	3	3	"weekly"	"y"	4	2
27	27525	"m"	"divsepwid"	2	6	"weekly"	"y"	5	2
27	27525	"m"	"divsepwid"	2	6	"weekly"	"y"	5	2
27	27525	"m"	"divsepwid"	2	6	"weekly"	"y"	5	2
27	27525	"m"	"divsepwid"	2	6	"weekly"	"y"	5	2
27	27525	"m"	"divsepwid"	2	6	"weekly"	"y"	5	2
27	27525	"m"	"divsepwid"	2	6	"weekly"	"y"	5	2
27	27525	"m"	"divsepwid"	2	6	"weekly"	"y"	5	2
27	27525	"m"	"divsepwid"	2	6	"weekly"	"y"	5	2
27	27525	"m"	"divsepwid"	2	6	"weekly"	"y"	5	2
27	27525	"m"	"divsepwid"	2	6	"weekly"	"y"	5	2
31	27505	"m"	"single"	0	1	"monthly"	"y"	0	0
31	27505	"m"	"single"	0	1	"monthly"	"y"	0	0
31	27505	"m"	"single"	0	1	"monthly"	"y"	0	0
31	27505	"m"	"single"	0	1	"monthly"	"y"	0	0
31	27505	"m"	"single"	0	1	"monthly"	"y"	0	0
31	27505	"m"	"single"	0	1	"monthly"	"y"	0	0
31	27505	"m"	"single"	0	1	"monthly"	"y"	0	0
31	27505	"m"	"single"	0	1	"monthly"	"y"	0	0
31	27505	"m"	"single"	0	1	"monthly"	"y"	0	0
31	27505	"m"	"single"	0	1	"monthly"	"y"	0	0
34	27486	"f"	"divsepwid"	4	6	"weekly"	"n"	5	3
34	27486	"f"	"divsepwid"	4	6	"weekly"	"n"	5	3
34	27486	"f"	"divsepwid"	4	6	"weekly"	"n"	5	3
34	27486	"f"	"divsepwid"	4	6	"weekly"	"n"	5	3
34	27486	"f"	"divsepwid"	4	6	"weekly"	"n"	5	3
34	27486	"f"	"divsepwid"	4	6	"weekly"	"n"	5	3
34	27486	"f"	"divsepwid"	4	6	"weekly"	"n"	5	3
34	27486	"f"	"divsepwid"	4	6	"weekly"	"n"	5	3
34	27486	"f"	"divsepwid"	4	6	"weekly"	"n"	5	3
34	27486	"f"	"divsepwid"	4	6	"weekly"	"n"	5	3
44	27402	"f"	"divsepwid"	3	6	"weekly"	"n"	5	2
44	27402	"f"	"divsepwid"	3	6	"weekly"	"n"	5	2
44	27402	"f"	"divsepwid"	3	6	"weekly"	"n"	5	2
44	27402	"f"	"divsepwid"	3	6	"weekly"	"n"	5	2
44	27402	"f"	"divsepwid"	3	6	"weekly"	"n"	5	2
44	27402	"f"	"divsepwid"	3	6	"weekly"	"n"	5	2
44	27402	"f"	"divsepwid"	3	6	"weekly"	"n"	5	2
44	27402	"f"	"divsepwid"	3	6	"weekly"	"n"	5	2
44	27402	"f"	"divsepwid"	3	6	"weekly"	"n"	5	2
44	27402	"f"	"divsepwid"	3	6	"weekly"	"n"	5	2
47	27353	"m"	"married"	2	4	"monthly"	"y"	5	1
47	27353	"m"	"married"	2	4	"monthly"	"y"	5	1
47	27353	"m"	"married"	2	4	"monthly"	"y"	5	1
47	27353	"m"	"married"	2	4	"monthly"	"y"	5	1
47	27353	"m"	"married"	2	4	"monthly"	"y"	5	1
47	27353	"m"	"married"	2	4	"monthly"	"y"	5	1
47	27353	"m"	"married"	2	4	"monthly"	"y"	5	1
47	27353	"m"	"married"	2	4	"monthly"	"y"	5	1
47	27353	"m"	"married"	2	4	"monthly"	"y"	5	1
47	27353	"m"	"married"	2	4	"monthly"	"y"	5	1
28	27344	"f"	"married"	3	3	"monthly"	"y"	4	2
28	27344	"f"	"married"	3	3	"monthly"	"y"	4	2
28	27344	"f"	"married"	3	3	"monthly"	"y"	4	2
28	27344	"f"	"married"	3	3	"monthly"	"y"	4	2
28	27344	"f"	"married"	3	3	"monthly"	"y"	4	2
28	27344	"f"	"married"	3	3	"monthly"	"y"	4	2
28	27344	"f"	"married"	3	3	"monthly"	"y"	4	2
28	27344	"f"	"married"	3	3	"monthly"	"y"	4	2
28	27344	"f"	"married"	3	3	"monthly"	"y"	4	2
28	27344	"f"	"married"	3	3	"monthly"	"y"	4	2
41	27334	"f"	"single"	0	1	"monthly"	"y"	1	0
41	27334	"f"	"single"	0	1	"monthly"	"y"	1	0
41	27334	"f"	"single"	0	1	"monthly"	"y"	1	0
41	27334	"f"	"single"	0	1	"monthly"	"y"	1	0
41	27334	"f"	"single"	0	1	"monthly"	"y"	1	0
41	27334	"f"	"single"	0	1	"monthly"	"y"	1	0
41	27334	"f"	"single"	0	1	"monthly"	"y"	1	0
41	27334	"f"	"single"	0	1	"monthly"	"y"	1	0
41	27334	"f"	"single"	0	1	"monthly"	"y"	1	0
41	27334	"f"	"single"	0	1	"monthly"	"y"	1	0
40	27289	"m"	"married"	2	3	"weekly"	"y"	5	1
40	27289	"m"	"married"	2	3	"weekly"	"y"	5	1
40	27289	"m"	"married"	2	3	"weekly"	"y"	5	1
40	27289	"m"	"married"	2	3	"weekly"	"y"	5	1
40	27289	"m"	"married"	2	3	"weekly"	"y"	5	1
40	27289	"m"	"married"	2	3	"weekly"	"y"	5	1
40	27289	"m"	"married"	2	3	"weekly"	"y"	5	1
40	27289	"m"	"married"	2	3	"weekly"	"y"	5	1
40	27289	"m"	"married"	2	3	"weekly"	"y"	5	1
40	27289	"m"	"married"	2	3	"weekly"	"y"	5	1
47	27286	"m"	"divsepwid"	3	6	"weekly"	"y"	5	2
47	27286	"m"	"divsepwid"	3	6	"weekly"	"y"	5	2
47	27286	"m"	"divsepwid"	3	6	"weekly"	"y"	5	2
47	27286	"m"	"divsepwid"	3	6	"weekly"	"y"	5	2
47	27286	"m"	"divsepwid"	3	6	"weekly"	"y"	5	2
47	27286	"m"	"divsepwid"	3	6	"weekly"	"y"	5	2
47	27286	"m"	"divsepwid"	3	6	"weekly"	"y"	5	2
47	27286	"m"	"divsepwid"	3	6	"weekly"	"y"	5	2
47	27286	"m"	"divsepwid"	3	6	"weekly"	"y"	5	2
47	27286	"m"	"divsepwid"	3	6	"weekly"	"y"	5	2
44	27281	"f"	"divsepwid"	3	5	"weekly"	"n"	5	2
44	27281	"f"	"divsepwid"	3	5	"weekly"	"n"	5	2
44	27281	"f"	"divsepwid"	3	5	"weekly"	"n"	5	2
44	27281	"f"	"divsepwid"	3	5	"weekly"	"n"	5	2
44	27281	"f"	"divsepwid"	3	5	"weekly"	"n"	5	2
44	27281	"f"	"divsepwid"	3	5	"weekly"	"n"	5	2
44	27281	"f"	"divsepwid"	3	5	"weekly"	"n"	5	2
44	27281	"f"	"divsepwid"	3	5	"weekly"	"n"	5	2
44	27281	"f"	"divsepwid"	3	5	"weekly"	"n"	5	2
44	27281	"f"	"divsepwid"	3	5	"weekly"	"n"	5	2
44	27270	"m"	"divsepwid"	3	6	"weekly"	"n"	5	3
44	27270	"m"	"divsepwid"	3	6	"weekly"	"n"	5	3
44	27270	"m"	"divsepwid"	3	6	"weekly"	"n"	5	3
44	27270	"m"	"divsepwid"	3	6	"weekly"	"n"	5	3
44	27270	"m"	"divsepwid"	3	6	"weekly"	"n"	5	3
44	27270	"m"	"divsepwid"	3	6	"weekly"	"n"	5	3
44	27270	"m"	"divsepwid"	3	6	"weekly"	"n"	5	3
44	27270	"m"	"divsepwid"	3	6	"weekly"	"n"	5	3
44	27270	"m"	"divsepwid"	3	6	"weekly"	"n"	5	3
44	27270	"m"	"divsepwid"	3	6	"weekly"	"n"	5	3
48	27268	"f"	"divsepwid"	3	5	"weekly"	"n"	5	3
48	27268	"f"	"divsepwid"	3	5	"weekly"	"n"	5	3
48	27268	"f"	"divsepwid"	3	5	"weekly"	"n"	5	3
48	27268	"f"	"divsepwid"	3	5	"weekly"	"n"	5	3
48	27268	"f"	"divsepwid"	3	5	"weekly"	"n"	5	3
48	27268	"f"	"divsepwid"	3	5	"weekly"	"n"	5	3
48	27268	"f"	"divsepwid"	3	5	"weekly"	"n"	5	3
48	27268	"f"	"divsepwid"	3	5	"weekly"	"n"	5	3
48	27268	"f"	"divsepwid"	3	5	"weekly"	"n"	5	3
48	27268	"f"	"divsepwid"	3	5	"weekly"	"n"	5	3
45	27267	"m"	"divsepwid"	4	6	"weekly"	"n"	3	3
45	27267	"m"	"divsepwid"	4	6	"weekly"	"n"	3	3
45	27267	"m"	"divsepwid"	4	6	"weekly"	"n"	3	3
45	27267	"m"	"divsepwid"	4	6	"weekly"	"n"	3	3
45	27267	"m"	"divsepwid"	4	6	"weekly"	"n"	3	3
45	27267	"m"	"divsepwid"	4	6	"weekly"	"n"	3	3
45	27267	"m"	"divsepwid"	4	6	"weekly"	"n"	3	3
45	27267	"m"	"divsepwid"	4	6	"weekly"	"n"	3	3
45	27267	"m"	"divsepwid"	4	6	"weekly"	"n"	3	3
45	27267	"m"	"divsepwid"	4	6	"weekly"	"n"	3	3
42	27164	"m"	"divsepwid"	2	6	"weekly"	"y"	3	2
42	27164	"m"	"divsepwid"	2	6	"weekly"	"y"	3	2
42	27164	"m"	"divsepwid"	2	6	"weekly"	"y"	3	2
42	27164	"m"	"divsepwid"	2	6	"weekly"	"y"	3	2
42	27164	"m"	"divsepwid"	2	6	"weekly"	"y"	3	2
42	27164	"m"	"divsepwid"	2	6	"weekly"	"y"	3	2
42	27164	"m"	"divsepwid"	2	6	"weekly"	"y"	3	2
42	27164	"m"	"divsepwid"	2	6	"weekly"	"y"	3	2
42	27164	"m"	"divsepwid"	2	6	"weekly"	"y"	3	2
42	27164	"m"	"divsepwid"	2	6	"weekly"	"y"	3	2
28	27161	"m"	"divsepwid"	2	5	"weekly"	"y"	4	2
28	27161	"m"	"divsepwid"	2	5	"weekly"	"y"	4	2
28	27161	"m"	"divsepwid"	2	5	"weekly"	"y"	4	2
28	27161	"m"	"divsepwid"	2	5	"weekly"	"y"	4	2
28	27161	"m"	"divsepwid"	2	5	"weekly"	"y"	4	2
28	27161	"m"	"divsepwid"	2	5	"weekly"	"y"	4	2
28	27161	"m"	"divsepwid"	2	5	"weekly"	"y"	4	2
28	27161	"m"	"divsepwid"	2	5	"weekly"	"y"	4	2
28	27161	"m"	"divsepwid"	2	5	"weekly"	"y"	4	2
28	27161	"m"	"divsepwid"	2	5	"weekly"	"y"	4	2
37	27134	"m"	"single"	0	1	"monthly"	"y"	2	0
37	27134	"m"	"single"	0	1	"monthly"	"y"	2	0
37	27134	"m"	"single"	0	1	"monthly"	"y"	2	0
37	27134	"m"	"single"	0	1	"monthly"	"y"	2	0
37	27134	"m"	"single"	0	1	"monthly"	"y"	2	0
37	27134	"m"	"single"	0	1	"monthly"	"y"	2	0
37	27134	"m"	"single"	0	1	"monthly"	"y"	2	0
37	27134	"m"	"single"	0	1	"monthly"	"y"	2	0
37	27134	"m"	"single"	0	1	"monthly"	"y"	2	0
37	27134	"m"	"single"	0	1	"monthly"	"y"	2	0
31	27105	"f"	"married"	0	2	"monthly"	"y"	2	1
31	27105	"f"	"married"	0	2	"monthly"	"y"	2	1
31	27105	"f"	"married"	0	2	"monthly"	"y"	2	1
31	27105	"f"	"married"	0	2	"monthly"	"y"	2	1
31	27105	"f"	"married"	0	2	"monthly"	"y"	2	1
31	27105	"f"	"married"	0	2	"monthly"	"y"	2	1
31	27105	"f"	"married"	0	2	"monthly"	"y"	2	1
31	27105	"f"	"married"	0	2	"monthly"	"y"	2	1
31	27105	"f"	"married"	0	2	"monthly"	"y"	2	1
31	27105	"f"	"married"	0	2	"monthly"	"y"	2	1
50	27094	"m"	"divsepwid"	2	6	"weekly"	"y"	3	3
50	27094	"m"	"divsepwid"	2	6	"weekly"	"y"	3	3
50	27094	"m"	"divsepwid"	2	6	"weekly"	"y"	3	3
50	27094	"m"	"divsepwid"	2	6	"weekly"	"y"	3	3
50	27094	"m"	"divsepwid"	2	6	"weekly"	"y"	3	3
50	27094	"m"	"divsepwid"	2	6	"weekly"	"y"	3	3
50	27094	"m"	"divsepwid"	2	6	"weekly"	"y"	3	3
50	27094	"m"	"divsepwid"	2	6	"weekly"	"y"	3	3
50	27094	"m"	"divsepwid"	2	6	"weekly"	"y"	3	3
50	27094	"m"	"divsepwid"	2	6	"weekly"	"y"	3	3
39	27092	"f"	"single"	0	1	"monthly"	"y"	2	0
39	27092	"f"	"single"	0	1	"monthly"	"y"	2	0
39	27092	"f"	"single"	0	1	"monthly"	"y"	2	0
39	27092	"f"	"single"	0	1	"monthly"	"y"	2	0
39	27092	"f"	"single"	0	1	"monthly"	"y"	2	0
39	27092	"f"	"single"	0	1	"monthly"	"y"	2	0
39	27092	"f"	"single"	0	1	"monthly"	"y"	2	0
39	27092	"f"	"single"	0	1	"monthly"	"y"	2	0
39	27092	"f"	"single"	0	1	"monthly"	"y"	2	0
39	27092	"f"	"single"	0	1	"monthly"	"y"	2	0
48	27076	"m"	"divsepwid"	3	5	"weekly"	"n"	4	3
48	27076	"m"	"divsepwid"	3	5	"weekly"	"n"	4	3
48	27076	"m"	"divsepwid"	3	5	"weekly"	"n"	4	3
48	27076	"m"	"divsepwid"	3	5	"weekly"	"n"	4	3
48	27076	"m"	"divsepwid"	3	5	"weekly"	"n"	4	3
48	27076	"m"	"divsepwid"	3	5	"weekly"	"n"	4	3
48	27076	"m"	"divsepwid"	3	5	"weekly"	"n"	4	3
48	27076	"m"	"divsepwid"	3	5	"weekly"	"n"	4	3
48	27076	"m"	"divsepwid"	3	5	"weekly"	"n"	4	3
48	27076	"m"	"divsepwid"	3	5	"weekly"	"n"	4	3
45	27035	"m"	"divsepwid"	4	5	"weekly"	"y"	5	3
45	27035	"m"	"divsepwid"	4	5	"weekly"	"y"	5	3
45	27035	"m"	"divsepwid"	4	5	"weekly"	"y"	5	3
45	27035	"m"	"divsepwid"	4	5	"weekly"	"y"	5	3
45	27035	"m"	"divsepwid"	4	5	"weekly"	"y"	5	3
45	27035	"m"	"divsepwid"	4	5	"weekly"	"y"	5	3
45	27035	"m"	"divsepwid"	4	5	"weekly"	"y"	5	3
45	27035	"m"	"divsepwid"	4	5	"weekly"	"y"	5	3
45	27035	"m"	"divsepwid"	4	5	"weekly"	"y"	5	3
45	27035	"m"	"divsepwid"	4	5	"weekly"	"y"	5	3
34	27004	"f"	"single"	0	0	"monthly"	"y"	2	0
34	27004	"f"	"single"	0	0	"monthly"	"y"	2	0
34	27004	"f"	"single"	0	0	"monthly"	"y"	2	0
34	27004	"f"	"single"	0	0	"monthly"	"y"	2	0
34	27004	"f"	"single"	0	0	"monthly"	"y"	2	0
34	27004	"f"	"single"	0	0	"monthly"	"y"	2	0
34	27004	"f"	"single"	0	0	"monthly"	"y"	2	0
34	27004	"f"	"single"	0	0	"monthly"	"y"	2	0
34	27004	"f"	"single"	0	0	"monthly"	"y"	2	0
34	27004	"f"	"single"	0	0	"monthly"	"y"	2	0
29	26947	"f"	"single"	0	1	"monthly"	"y"	1	0
29	26947	"f"	"single"	0	1	"monthly"	"y"	1	0
29	26947	"f"	"single"	0	1	"monthly"	"y"	1	0
29	26947	"f"	"single"	0	1	"monthly"	"y"	1	0
29	26947	"f"	"single"	0	1	"monthly"	"y"	1	0
29	26947	"f"	"single"	0	1	"monthly"	"y"	1	0
29	26947	"f"	"single"	0	1	"monthly"	"y"	1	0
29	26947	"f"	"single"	0	1	"monthly"	"y"	1	0
29	26947	"f"	"single"	0	1	"monthly"	"y"	1	0
29	26947	"f"	"single"	0	1	"monthly"	"y"	1	0
26	26905	"m"	"married"	2	4	"weekly"	"y"	5	2
26	26905	"m"	"married"	2	4	"weekly"	"y"	5	2
26	26905	"m"	"married"	2	4	"weekly"	"y"	5	2
26	26905	"m"	"married"	2	4	"weekly"	"y"	5	2
26	26905	"m"	"married"	2	4	"weekly"	"y"	5	2
26	26905	"m"	"married"	2	4	"weekly"	"y"	5	2
26	26905	"m"	"married"	2	4	"weekly"	"y"	5	2
26	26905	"m"	"married"	2	4	"weekly"	"y"	5	2
26	26905	"m"	"married"	2	4	"weekly"	"y"	5	2
26	26905	"m"	"married"	2	4	"weekly"	"y"	5	2
42	26848	"f"	"divsepwid"	2	6	"weekly"	"y"	3	3
42	26848	"f"	"divsepwid"	2	6	"weekly"	"y"	3	3
42	26848	"f"	"divsepwid"	2	6	"weekly"	"y"	3	3
42	26848	"f"	"divsepwid"	2	6	"weekly"	"y"	3	3
42	26848	"f"	"divsepwid"	2	6	"weekly"	"y"	3	3
42	26848	"f"	"divsepwid"	2	6	"weekly"	"y"	3	3
42	26848	"f"	"divsepwid"	2	6	"weekly"	"y"	3	3
42	26848	"f"	"divsepwid"	2	6	"weekly"	"y"	3	3
42	26848	"f"	"divsepwid"	2	6	"weekly"	"y"	3	3
42	26848	"f"	"divsepwid"	2	6	"weekly"	"y"	3	3
42	26806	"m"	"divsepwid"	2	6	"weekly"	"y"	5	2
42	26806	"m"	"divsepwid"	2	6	"weekly"	"y"	5	2
42	26806	"m"	"divsepwid"	2	6	"weekly"	"y"	5	2
42	26806	"m"	"divsepwid"	2	6	"weekly"	"y"	5	2
42	26806	"m"	"divsepwid"	2	6	"weekly"	"y"	5	2
42	26806	"m"	"divsepwid"	2	6	"weekly"	"y"	5	2
42	26806	"m"	"divsepwid"	2	6	"weekly"	"y"	5	2
42	26806	"m"	"divsepwid"	2	6	"weekly"	"y"	5	2
42	26806	"m"	"divsepwid"	2	6	"weekly"	"y"	5	2
42	26806	"m"	"divsepwid"	2	6	"weekly"	"y"	5	2
28	26782	"f"	"single"	0	0	"monthly"	"y"	0	0
28	26782	"f"	"single"	0	0	"monthly"	"y"	0	0
28	26782	"f"	"single"	0	0	"monthly"	"y"	0	0
28	26782	"f"	"single"	0	0	"monthly"	"y"	0	0
28	26782	"f"	"single"	0	0	"monthly"	"y"	0	0
28	26782	"f"	"single"	0	0	"monthly"	"y"	0	0
28	26782	"f"	"single"	0	0	"monthly"	"y"	0	0
28	26782	"f"	"single"	0	0	"monthly"	"y"	0	0
28	26782	"f"	"single"	0	0	"monthly"	"y"	0	0
28	26782	"f"	"single"	0	0	"monthly"	"y"	0	0
41	26750	"m"	"divsepwid"	4	5	"weekly"	"y"	4	2
41	26750	"m"	"divsepwid"	4	5	"weekly"	"y"	4	2
41	26750	"m"	"divsepwid"	4	5	"weekly"	"y"	4	2
41	26750	"m"	"divsepwid"	4	5	"weekly"	"y"	4	2
41	26750	"m"	"divsepwid"	4	5	"weekly"	"y"	4	2
41	26750	"m"	"divsepwid"	4	5	"weekly"	"y"	4	2
41	26750	"m"	"divsepwid"	4	5	"weekly"	"y"	4	2
41	26750	"m"	"divsepwid"	4	5	"weekly"	"y"	4	2
41	26750	"m"	"divsepwid"	4	5	"weekly"	"y"	4	2
41	26750	"m"	"divsepwid"	4	5	"weekly"	"y"	4	2
44	26701	"m"	"married"	3	4	"weekly"	"y"	4	1
44	26701	"m"	"married"	3	4	"weekly"	"y"	4	1
44	26701	"m"	"married"	3	4	"weekly"	"y"	4	1
44	26701	"m"	"married"	3	4	"weekly"	"y"	4	1
44	26701	"m"	"married"	3	4	"weekly"	"y"	4	1
44	26701	"m"	"married"	3	4	"weekly"	"y"	4	1
44	26701	"m"	"married"	3	4	"weekly"	"y"	4	1
44	26701	"m"	"married"	3	4	"weekly"	"y"	4	1
44	26701	"m"	"married"	3	4	"weekly"	"y"	4	1
44	26701	"m"	"married"	3	4	"weekly"	"y"	4	1
49	26700	"f"	"divsepwid"	3	5	"weekly"	"n"	5	2
49	26700	"f"	"divsepwid"	3	5	"weekly"	"n"	5	2
49	26700	"f"	"divsepwid"	3	5	"weekly"	"n"	5	2
49	26700	"f"	"divsepwid"	3	5	"weekly"	"n"	5	2
49	26700	"f"	"divsepwid"	3	5	"weekly"	"n"	5	2
49	26700	"f"	"divsepwid"	3	5	"weekly"	"n"	5	2
49	26700	"f"	"divsepwid"	3	5	"weekly"	"n"	5	2
49	26700	"f"	"divsepwid"	3	5	"weekly"	"n"	5	2
49	26700	"f"	"divsepwid"	3	5	"weekly"	"n"	5	2
49	26700	"f"	"divsepwid"	3	5	"weekly"	"n"	5	2
45	26624	"f"	"divsepwid"	4	5	"weekly"	"n"	3	2
45	26624	"f"	"divsepwid"	4	5	"weekly"	"n"	3	2
45	26624	"f"	"divsepwid"	4	5	"weekly"	"n"	3	2
45	26624	"f"	"divsepwid"	4	5	"weekly"	"n"	3	2
45	26624	"f"	"divsepwid"	4	5	"weekly"	"n"	3	2
45	26624	"f"	"divsepwid"	4	5	"weekly"	"n"	3	2
45	26624	"f"	"divsepwid"	4	5	"weekly"	"n"	3	2
45	26624	"f"	"divsepwid"	4	5	"weekly"	"n"	3	2
45	26624	"f"	"divsepwid"	4	5	"weekly"	"n"	3	2
45	26624	"f"	"divsepwid"	4	5	"weekly"	"n"	3	2
43	26572	"f"	"married"	2	4	"weekly"	"y"	4	2
43	26572	"f"	"married"	2	4	"weekly"	"y"	4	2
43	26572	"f"	"married"	2	4	"weekly"	"y"	4	2
43	26572	"f"	"married"	2	4	"weekly"	"y"	4	2
43	26572	"f"	"married"	2	4	"weekly"	"y"	4	2
43	26572	"f"	"married"	2	4	"weekly"	"y"	4	2
43	26572	"f"	"married"	2	4	"weekly"	"y"	4	2
43	26572	"f"	"married"	2	4	"weekly"	"y"	4	2
43	26572	"f"	"married"	2	4	"weekly"	"y"	4	2
43	26572	"f"	"married"	2	4	"weekly"	"y"	4	2
49	26551	"m"	"divsepwid"	4	6	"weekly"	"n"	3	2
49	26551	"m"	"divsepwid"	4	6	"weekly"	"n"	3	2
49	26551	"m"	"divsepwid"	4	6	"weekly"	"n"	3	2
49	26551	"m"	"divsepwid"	4	6	"weekly"	"n"	3	2
49	26551	"m"	"divsepwid"	4	6	"weekly"	"n"	3	2
49	26551	"m"	"divsepwid"	4	6	"weekly"	"n"	3	2
49	26551	"m"	"divsepwid"	4	6	"weekly"	"n"	3	2
49	26551	"m"	"divsepwid"	4	6	"weekly"	"n"	3	2
49	26551	"m"	"divsepwid"	4	6	"weekly"	"n"	3	2
49	26551	"m"	"divsepwid"	4	6	"weekly"	"n"	3	2
38	26539	"m"	"single"	0	1	"monthly"	"y"	1	0
38	26539	"m"	"single"	0	1	"monthly"	"y"	1	0
38	26539	"m"	"single"	0	1	"monthly"	"y"	1	0
38	26539	"m"	"single"	0	1	"monthly"	"y"	1	0
38	26539	"m"	"single"	0	1	"monthly"	"y"	1	0
38	26539	"m"	"single"	0	1	"monthly"	"y"	1	0
38	26539	"m"	"single"	0	1	"monthly"	"y"	1	0
38	26539	"m"	"single"	0	1	"monthly"	"y"	1	0
38	26539	"m"	"single"	0	1	"monthly"	"y"	1	0
38	26539	"m"	"single"	0	1	"monthly"	"y"	1	0
45	26532	"m"	"married"	2	3	"weekly"	"y"	4	2
