edad,cant_vuelos,clase_preferida,gasto_acumulado,gasto_acumulado_extra,programaMillas,cantidad_millas,ingreso_mensual,anticipacion_compra_promedio
52,1,0,258.85,22.61,0,0,1596,13
22,1,0,88.42,21.53,0,0,348,115
32,45,1,28627.27,5855.09,0,0,16333,12
31,24,0,3877.44,960.46,0,0,1884,0
61,13,2,11370.19,1044.46,0,0,6470,22
31,5,0,1110.35,112.53,0,0,1091,20
25,10,0,2297.17,299.24,1,3260,2994,7
38,19,0,3028.32,496.9,0,0,939,69
31,23,0,2258.46,391.65,0,0,1841,30
43,62,1,34423.79,1673.92,0,0,5171,2
36,14,0,3923.76,915.33,0,0,4623,22
18,2,0,722.05,31.68,0,0,374,124
69,23,0,3467.77,706.15,1,7036,1268,22
52,58,0,11227.38,882.79,0,0,3191,2
40,20,1,12156.81,905.21,0,0,6298,27
49,17,0,5885.05,683.11,1,5823,2115,15
27,15,0,4648.64,770.26,1,5912,1178,30
43,1,0,105.51,22.23,1,301,1474,25
33,17,0,4792.13,566.58,1,8138,1979,52
36,36,0,8760.09,904.91,1,27226,7638,12
56,3,0,601.61,36.6,0,0,2982,16
32,14,0,2972.65,598.48,1,5773,1060,0
54,8,0,2499.05,493.7,0,0,652,2
57,3,0,342.76,72.52,0,0,2335,69
18,1,0,278.83,62.31,0,0,413,38
24,5,1,2717.16,336.93,0,0,1631,6
54,23,0,2521.8,457.9,0,0,705,45
18,7,0,1222.71,256.32,0,0,346,27
24,18,1,10985.97,2306.79,0,0,4210,7
38,24,0,2715.9,345.03,1,13403,6341,40
48,13,1,9563.57,1108.29,0,0,786,60
18,1,0,143.57,14.26,0,0,300,89
18,3,0,988.23,202.25,0,0,548,7
26,23,1,12209.47,2112.25,0,0,2855,12
45,23,0,2074.99,261.32,0,0,2480,12
48,16,1,11254.59,2427.88,0,0,4379,6
35,43,1,14027.66,593.59,1,56976,12111,22
43,17,0,4367.84,755.52,0,0,2095,1
37,76,0,9428.87,2027.51,1,24990,1356,26
57,12,0,2061.26,121.06,0,0,3083,3
27,20,1,16154.86,2700.09,0,0,7596,2
24,21,0,4980.66,1162.57,1,11193,3612,4
56,9,0,2875.99,229.38,0,0,2838,1
34,9,0,2981.14,274.31,0,0,2009,39
30,5,1,1775.46,159.42,0,0,6838,24
57,2,1,879.32,128.98,0,0,8140,4
44,7,0,1581.18,369.41,1,4493,2017,0
48,22,0,6450.56,308.8,0,0,4952,7
23,6,0,1836.62,111.81,1,2604,332,17
44,7,0,1868.55,387.88,0,0,2327,3
39,3,1,1043.92,106.79,1,6416,3274,15
31,13,0,3323.11,421.76,0,0,2750,7
45,24,0,1820.65,103.66,0,0,5658,34
43,6,2,11182.93,690.81,0,0,7114,13
39,12,0,2077.44,486.63,0,0,855,2
55,12,0,1336.4,189.99,0,0,1041,74
41,24,0,5668.1,1065.49,1,7940,991,28
61,19,0,5276.84,551.37,0,0,4480,2
37,10,0,3076.58,386.9,0,0,6582,33
21,7,0,680.2,106.01,0,0,547,5
57,22,0,1735.22,133.92,0,0,1112,21
49,14,0,1450.75,162.86,0,0,1285,11
54,3,1,1822.79,291.08,0,0,2650,34
63,3,0,1086.12,46,0,0,847,18
42,21,0,5653.88,746.43,0,0,1402,68
43,1,0,101,21.36,0,0,2318,24
59,6,0,901.09,64.79,0,0,1396,35
53,76,0,24595.36,2545.57,0,0,2542,0
30,17,0,5539.12,582.52,0,0,1445,9
39,43,0,4198.8,212.03,1,29356,3047,16
45,20,0,4954.52,620.68,0,0,1493,30
32,20,0,6249.38,383.73,0,0,1086,3
18,1,0,111.19,27.28,0,0,300,56
34,20,1,9641.03,598.13,0,0,5343,12
41,2,0,312.26,13.28,0,0,1413,39
49,15,0,2596.71,269.7,1,7331,1867,14
53,7,0,1794.55,74.55,1,4502,1345,3
36,5,0,1329.95,154.86,0,0,1977,23
26,49,0,13851.19,1578.23,1,11583,1652,30
29,16,1,10976.98,1847.84,0,0,2005,2
41,21,0,4912.5,238.73,0,0,2992,0
20,14,0,3895.82,734.89,1,6825,1741,5
37,22,0,2850.56,495.79,0,0,734,19
46,13,0,3529.57,176.25,1,11614,1360,8
49,7,0,2447.72,252.72,0,0,1067,11
37,11,0,2784.31,562.25,0,0,2253,26
46,12,0,1506.2,155.54,0,0,2379,18
31,16,0,4394.04,694.47,0,0,2656,3
39,19,0,3848.91,729.87,0,0,1389,6
35,18,0,2420,598.8,0,0,1001,43
23,3,0,262.13,48.88,0,0,2313,3
24,12,0,1722.48,136.69,1,5632,1764,5
66,7,0,818.25,149.59,0,0,597,22
57,4,1,1707.01,136.94,0,0,839,7
28,13,0,2855.21,144.85,1,8982,1106,0
45,11,0,2358.03,400.4,1,5478,1712,0
49,1,0,202.43,35.22,0,0,2912,2
34,17,0,2919.89,412.03,0,0,1720,27
40,7,0,1239.71,108.73,1,4751,3033,28
52,15,0,1419.05,170.22,1,4987,1362,3
43,76,0,13360.13,2016.93,1,42521,2567,6
36,2,0,223.92,16.19,0,0,2253,35
23,4,0,646.7,144.34,0,0,489,48
56,5,0,462.65,67.6,0,0,2023,15
36,29,0,8710.2,372.26,1,18872,6813,19
50,32,0,9009.93,1939.6,0,0,2511,8
54,1,1,420.92,52.79,0,0,6372,53
24,17,0,2530.63,527.71,0,0,1680,0
36,68,0,24327.01,1424.33,1,30818,3851,1
18,7,0,1460.08,344.44,0,0,435,16
44,22,1,14823.55,1184.27,0,0,3751,5
18,23,1,12889.1,2480.08,0,0,1531,21
30,20,0,5524.69,1126.33,0,0,789,6
25,8,0,2960.05,592.13,0,0,2460,6
43,17,1,9242.39,1201.73,0,0,2724,45
31,23,1,14053.07,1258.5,1,40414,4638,69
18,2,0,367.34,83.17,0,0,300,23
43,20,0,1568.32,182.49,0,0,4166,6
48,23,0,2816.86,557.27,1,8101,1673,12
36,2,0,227.15,20.52,0,0,1337,17
32,59,2,48378.84,8435.91,1,137755,4277,21
29,18,1,4256.08,957.85,0,0,1218,9
46,8,0,1152.7,224.14,0,0,912,21
27,19,0,4357.77,338.94,0,0,4434,24
35,2,0,212.55,19.07,1,1536,882,33
28,14,1,7135.96,1174.38,0,0,4267,11
48,14,2,14067.38,1843.48,0,0,5333,13
32,19,1,14317.84,2005.74,0,0,2360,25
22,6,0,1647.05,90.73,0,0,300,26
42,28,0,9888.05,1461.28,0,0,3045,7
36,10,0,2746.71,155.36,0,0,2045,20
29,6,0,1519.05,323.73,0,0,1903,12
33,20,0,6837.16,863.69,1,5897,3915,107
37,15,1,6362.74,1129.37,0,0,1432,13
38,37,0,12069.93,676.85,1,22232,2349,3
51,11,0,2868.43,180.77,0,0,1250,7
34,10,0,904.75,104.96,0,0,1809,50
49,14,0,2832.55,698.18,0,0,2411,12
18,2,0,555.49,117.56,0,0,1048,33
59,16,1,8584.65,1242.68,0,0,4142,11
33,23,1,18842.94,818.9,0,0,7352,57
33,17,0,4839.7,1019.53,0,0,1529,0
48,13,0,1517.59,128.89,0,0,2026,36
18,20,0,3977.86,465.94,0,0,5295,8
23,4,0,909.97,181.11,0,0,469,53
19,12,0,3899.05,816.4,0,0,1257,11
29,15,1,4060.61,750.76,1,13027,810,8
34,18,0,2544.75,172.15,0,0,3496,6
31,15,0,1760.39,131.37,0,0,1446,95
42,11,0,3132.05,710.94,0,0,4251,9
19,5,0,1240.54,310.1,0,0,456,23
45,2,0,248.58,23.9,0,0,1791,6
26,13,2,16375.5,2828.41,1,52949,7369,9
43,6,0,689.95,128.01,0,0,1462,11
48,10,1,8778.73,1210.21,0,0,7560,1
39,50,0,16254.66,3440.43,1,40669,3736,19
46,10,0,2190.53,102.93,1,9489,2914,26
47,7,0,736,31.19,0,0,2079,12
20,5,0,1310.8,182.66,0,0,392,48
30,32,0,4176.19,1034.88,0,0,2844,17
44,7,1,2363.12,135.96,0,0,2604,29
54,9,0,2836.12,583.39,0,0,1092,8
57,15,0,3415.41,703.17,0,0,2615,5
50,2,0,578.75,54.3,0,0,2442,32
49,37,0,11162.98,1965.28,0,0,4457,9
38,6,0,981.16,198.58,0,0,3029,10
48,16,1,5263.37,479.93,1,32723,5134,53
31,23,0,6000.5,1152.56,1,8302,1327,22
39,4,0,897.6,182.96,1,1293,979,20
32,2,1,1032.57,214.1,0,0,3961,1
59,7,0,1592.2,121.84,0,0,1692,7
57,2,0,567.35,38.92,0,0,1680,22
39,11,0,994.24,79.76,1,3989,1513,54
44,24,0,1978.72,448.56,0,0,1879,5
21,12,0,2950.29,704.68,0,0,1576,23
35,24,0,3820.83,941.86,0,0,3354,3
22,1,0,235.59,58.08,0,0,459,90
33,9,0,1676.82,306.83,0,0,4517,25
43,22,0,7419.47,331.57,0,0,1189,4
36,5,0,737.45,167.23,0,0,1290,42
52,78,0,27661.14,2989.72,0,0,2796,8
53,8,1,3457.58,731.58,0,0,5443,28
48,22,1,8146.69,1175.43,1,33549,5103,16
49,12,1,7716.76,1863.6,0,0,5518,1
50,22,1,14945.13,3385.95,0,0,3635,4
51,5,0,992.83,209.88,0,0,5148,24
25,2,0,214.43,23.89,0,0,1935,1
46,21,0,3864.37,637.39,0,0,10764,11
49,17,0,1745.84,317.84,1,14274,1332,4
36,5,0,1405.89,147.21,0,0,797,17
23,3,0,386.86,26.89,0,0,338,59
34,43,1,14042.55,2574.77,1,118266,5780,9
31,20,0,6484.29,1435.43,1,18975,2931,24
38,16,0,2281.98,338.41,0,0,1647,17
18,5,0,737.09,170.83,0,0,377,34
34,1,0,309.97,28.86,0,0,2088,7
27,23,0,5386.21,1192.84,0,0,2610,34
55,22,2,12717.66,1270.58,0,0,3774,1
19,7,0,1823.84,372.66,0,0,570,49
37,2,0,488.99,32.42,0,0,1284,39
27,12,0,4150.99,474.41,0,0,3122,0
35,26,1,10601.09,1401.64,0,0,9807,8
51,12,0,2387.87,342.14,1,9623,1804,4
48,20,0,3631.18,205.05,0,0,4316,10
29,60,0,7562.29,1772.59,1,54792,2899,0
34,13,0,2161.94,223.45,0,0,958,4
34,20,0,3162.94,228.54,1,7359,1916,12
39,14,0,4016.95,969,0,0,3358,26
45,22,0,5247.7,252.25,0,0,1370,8
35,22,0,2244.25,529.6,0,0,1261,37
49,11,0,2813.84,193.53,0,0,7200,34
44,9,0,1819.5,160.57,0,0,1593,31
39,11,0,2817.47,210.8,1,6661,1342,67
19,7,0,2189.47,309.14,1,5150,351,108
35,19,0,5076.5,794.47,1,8022,439,44
27,9,0,1440.24,323.03,0,0,2376,29
21,3,0,232.48,21.56,0,0,382,2
26,13,0,1132.01,265.08,0,0,3279,55
26,18,1,6062.88,1222.46,0,0,5207,14
38,9,0,1064.96,200.91,1,2894,4554,14
28,53,2,64955.38,4062.99,0,0,9309,2
46,55,1,31600.62,4179.94,1,69916,7065,0
35,22,0,4700.6,662.21,0,0,6264,15
42,2,0,503.22,30.36,0,0,4617,32
50,3,0,507.57,108.69,0,0,867,0
23,6,0,1247.46,272.48,0,0,309,39
34,3,0,539.57,93.3,1,1125,1047,2
42,16,0,4565.56,722.23,0,0,2187,18
52,14,0,1773.75,71.6,0,0,2048,76
37,20,0,5950.79,835.75,0,0,2690,13
32,14,0,1046.32,78.07,0,0,1259,4
50,15,0,4361.96,433.69,0,0,1332,1
30,11,1,3573.17,566.81,0,0,5407,35
39,11,0,1994.41,169.39,0,0,4942,3
31,21,0,4682.16,1019.05,0,0,2471,92
47,63,0,14324.77,959.5,1,50804,5083,4
54,23,1,10887.9,1560.1,0,0,6909,47
41,17,1,6707.55,1131.58,0,0,6454,51
53,1,0,330.34,24.05,0,0,2355,5
41,18,1,12024.81,512.14,1,22270,1818,36
42,6,0,1147.49,143.76,0,0,6609,5
47,5,0,874.64,60.95,0,0,1553,22
41,15,0,3755.88,232.2,0,0,1383,4
38,6,0,1365.38,88.16,0,0,2427,12
34,18,1,6915.64,1182.89,1,36961,1957,0
36,21,1,4951.24,998.32,0,0,3510,21
18,23,0,4578.03,623.87,0,0,1589,34
28,51,2,102835.09,23789.12,1,226758,6295,1
38,23,0,5321.24,575.64,0,0,3687,0
29,16,1,10702.57,1981.57,0,0,1143,54
22,4,0,1208.98,280.68,1,4283,523,17
32,19,0,5239.78,760.14,0,0,2189,24
26,12,0,2857.51,316.06,0,0,1398,18
19,7,0,1964.58,315.64,0,0,2363,56
50,58,0,19361.66,3892.98,0,0,3792,44
51,4,0,1151.13,74.47,0,0,2053,37
32,23,0,2799,433.82,1,10293,1913,7
42,4,0,1099.1,173.52,0,0,1390,8
28,14,0,2079.71,164.38,0,0,1746,4
23,3,0,369.8,27.2,0,0,420,49
52,10,0,790.22,57.6,1,7110,858,34
42,22,1,10208.93,1479.25,0,0,3542,2
33,36,1,16960.95,1950.14,1,46176,12666,2
31,1,2,1724.63,246.86,0,0,5584,13
35,7,0,2158.63,392.58,0,0,1342,25
25,3,1,1914.25,104.75,1,7357,1060,15
34,5,0,799.91,57.07,0,0,2241,10
49,11,0,3549.3,862.83,0,0,1157,6
52,22,1,12738,1247.31,1,39578,4096,5
34,9,0,1297.06,160.44,0,0,2925,0
51,68,0,19087.41,1105.95,1,54282,2628,3
36,55,0,14752.93,3644.39,0,0,3279,20
38,20,1,6353.98,1428.49,1,29835,7650,0
28,18,0,6146.52,680.38,0,0,2275,14
30,17,0,2639.21,240.06,0,0,2305,14
25,5,1,3691.82,763.19,0,0,3694,16
37,66,2,137881.27,22987.22,1,122704,7261,13
32,23,0,4294.11,645.3,0,0,3326,15
40,10,0,1989.28,221.54,0,0,3479,15
52,1,0,206.59,15.17,0,0,2045,17
27,5,0,1375.58,177.69,1,4293,2655,5
53,12,2,23842.89,4167.33,0,0,3636,0
51,11,0,2471.52,143.77,0,0,1118,6
47,13,0,2312.81,566.84,0,0,1058,29
32,2,0,326.93,76.76,0,0,1748,3
36,27,0,3669.43,724.79,0,0,4403,12
48,11,1,3607.06,704.35,0,0,1036,0
25,16,0,6063.13,249.19,0,0,3127,24
43,16,0,2037.37,138.66,0,0,1129,3
26,21,1,13611.15,1898.77,0,0,4300,47
49,2,0,526.86,97.94,0,0,2036,22
29,11,1,3168.16,607.63,0,0,1550,37
39,23,0,7366.67,473.17,0,0,1277,53
37,19,0,4406.53,949.51,0,0,2837,23
26,16,0,1930.8,261.25,0,0,2891,3
34,21,0,3394.87,803.49,0,0,883,74
44,6,0,1156.19,174.61,0,0,1861,5
18,5,0,784.58,163.71,0,0,1918,8
34,2,0,540.39,43.67,0,0,1142,4
56,13,0,1662.44,311.79,0,0,1485,2
35,2,0,234.84,32.8,0,0,896,6
51,20,0,7409.43,982.37,0,0,3297,15
29,1,0,116.98,14.82,0,0,946,33
29,16,0,5111.24,511.29,0,0,2301,18
43,3,0,310.4,39.18,1,2598,1646,7
30,3,0,397.38,67.63,0,0,1498,9
43,30,2,70789.47,14513.81,1,52473,8223,0
29,2,1,1454.75,225.27,0,0,6074,9
60,23,0,2586.18,110.38,0,0,5527,29
30,14,0,2812.9,177.16,0,0,2099,19
34,19,1,13422.64,1579.59,0,0,8482,13
27,16,2,21073.65,4177.59,0,0,4796,26
32,7,0,2299,172.64,1,2272,4118,17
39,24,0,5465.62,794.75,0,0,1270,29
35,80,0,10463.45,2525.97,1,67992,1509,16
31,11,0,3742.4,868.39,0,0,2205,47
44,6,1,1755.06,139.64,0,0,3904,5
29,8,0,813.93,50.59,0,0,2258,29
45,5,0,1177.09,64.51,0,0,1255,24
45,39,0,13791.84,2996.79,0,0,6104,5
68,24,0,5766.41,778.75,0,0,2096,8
55,23,0,5044.31,347.08,0,0,2060,11
49,8,0,1967.27,351.86,0,0,4238,51
25,46,0,10791.05,1864.81,1,19854,4742,7
46,23,0,6995.26,1007.84,0,0,2719,9
18,20,0,4466.72,706.37,0,0,1697,4
39,22,0,5492.41,993.35,0,0,2278,96
19,1,0,187.15,26.65,0,0,546,20
34,4,0,1458.59,309.05,0,0,1460,64
29,22,2,40000.27,3179.33,1,49997,7641,21
39,59,2,80749.98,19098.58,1,153502,19804,2
51,35,0,9293.44,805.4,0,0,5258,3
18,4,0,1202.87,129.62,1,3494,351,27
43,6,1,2047.36,104.93,0,0,5618,56
46,21,0,2516.05,221.73,0,0,1343,7
32,9,0,2743.65,474.27,0,0,2269,57
27,4,0,1451.94,334.74,0,0,2702,9
38,13,0,4398.45,693.87,0,0,645,83
37,24,0,5921.54,334.55,1,19920,1251,22
36,18,0,4523.53,795.71,0,0,1972,61
32,13,0,1401.71,119.51,0,0,2816,24
35,1,0,294.42,59.01,0,0,8098,7
64,9,0,2006.94,374.67,1,4939,1509,15
49,12,0,2634.19,597.99,0,0,5125,7
35,9,0,1267.36,144.56,0,0,1762,64
19,2,0,654.64,44.31,0,0,534,16
52,6,0,1761.75,436.33,0,0,1589,55
45,1,0,170.25,33.8,0,0,1153,5
53,22,1,5358.72,464.72,0,0,2310,48
54,23,1,8699.35,1141.2,0,0,1363,19
31,31,0,7778.04,890.78,0,0,2499,1
18,4,0,771.49,187.56,0,0,2710,10
44,24,1,9695.36,1366.47,0,0,1280,37
43,15,0,4910.08,518.89,0,0,4470,32
52,75,0,13787.52,3397.25,1,23599,4432,13
50,61,0,8211.68,828.05,0,0,4626,11
49,9,1,6208.12,257.9,0,0,2341,16
44,17,0,3517.61,850.13,0,0,2314,5
48,36,1,13507.17,972.45,0,0,12371,12
48,17,0,2896.94,654.43,1,12489,5645,24
37,6,1,2906.34,146.87,0,0,1083,2
36,24,0,6692.72,759.96,1,19554,731,17
28,68,0,7055.15,1365.47,1,48424,1615,72
19,1,0,149.3,10.24,0,0,2699,3
33,13,1,8364.56,1655.16,0,0,3863,22
48,8,0,1957.99,327.61,0,0,1404,32
60,29,0,6008.54,542.55,0,0,4830,4
32,48,0,14508.23,604.57,0,0,5980,0
51,19,0,3826.07,938.02,0,0,3450,0
37,19,1,14410.54,890.79,0,0,4122,5
38,41,1,36330.53,5689.1,0,0,9668,1
44,24,0,3796.06,932.25,0,0,626,13
28,10,0,1370.94,179.87,0,0,1432,8
53,17,0,2959.52,365.64,1,18445,3175,50
32,23,0,5128.74,896.81,1,13666,2688,12
32,3,0,992.03,141.69,0,0,2535,12
19,8,0,1948.46,132.59,0,0,1192,84
40,83,0,17931.98,1621.28,1,36092,1774,10
37,5,0,421.72,98.41,1,1574,6464,16
45,30,0,7464.87,1823.97,0,0,3424,18
41,12,1,6906.96,804.66,0,0,1928,23
43,4,0,1129.11,60.54,1,3229,1256,14
28,16,1,10315.71,2551.86,0,0,1885,4
40,10,0,2774.2,536.68,0,0,3012,1
40,14,0,4251.42,951.86,0,0,2251,24
19,5,0,1561.79,224.84,0,0,437,26
39,13,0,1691.16,73.76,1,13041,3433,2
45,72,2,123740.03,14608.69,0,0,12699,31
36,10,0,2337.55,516.04,0,0,3037,0
34,24,0,7297.81,886.4,0,0,4449,6
30,2,0,318.14,31.03,0,0,5623,6
43,19,0,4008.08,463.27,0,0,1118,24
23,10,0,3579.59,160.81,1,8862,1447,16
35,13,0,3750.15,909.72,0,0,5448,20
57,16,1,11273.01,547.83,0,0,13894,0
47,19,1,8949.25,813.77,0,0,1009,56
31,6,1,2940.97,444.43,0,0,5218,8
45,12,1,5587.29,708.66,0,0,5029,10
24,6,0,476,117.37,0,0,1086,32
49,20,0,6748.51,634.46,0,0,4634,37
40,13,0,2517.94,396.8,0,0,1574,12
37,10,1,7161.33,472.01,0,0,1490,14
26,4,0,654.33,79.47,0,0,4440,6
40,14,0,3399.76,268.77,1,11608,2712,5
29,23,1,14258.03,3000.61,1,26307,4495,8
27,20,0,2837.74,660.51,0,0,2164,3
26,1,0,219.84,40.07,0,0,4735,9
55,9,0,1201.88,55.27,0,0,2753,44
18,12,0,3845.12,654.39,0,0,1642,5
46,66,0,21009.78,2698.13,0,0,5620,7
41,16,0,3073.21,247.03,0,0,2983,32
23,5,1,1548.6,112.8,0,0,403,24
28,9,1,2521.44,513.64,0,0,3902,18
26,31,0,5663.27,240.54,0,0,5633,1
43,17,0,3809.18,313.21,1,5398,3203,21
53,10,0,1111.69,166.96,0,0,1252,20
36,14,0,3457.71,332.7,1,13605,1976,4
40,3,0,634.93,62,0,0,4698,0
38,23,0,3401.21,588.38,0,0,1675,2
44,9,0,2784.83,172.06,0,0,1229,20
40,2,0,589.12,79.7,0,0,1816,15
55,1,0,189.73,35.35,1,936,1753,4
66,8,0,1615.26,401.87,0,0,919,2
35,22,1,14741.63,1489.22,1,21391,1781,2
45,20,0,5905.13,285.63,0,0,1807,13
22,7,0,860.42,66.06,1,6375,494,12
27,16,0,2279.21,321.26,0,0,1025,23
51,7,0,1537.24,354.51,0,0,1636,24
33,57,1,45681.77,10216.22,1,98352,3619,12
44,15,1,6626.49,946.03,0,0,7072,5
30,28,1,15959.88,1974.49,0,0,5659,17
42,4,1,2362.46,418.36,0,0,6070,34
30,8,0,1274.69,203.24,0,0,1060,43
45,14,0,4959.03,499.29,0,0,1113,42
46,16,0,1699.41,356.14,0,0,2998,23
53,24,0,5952.83,1297.71,0,0,1405,31
29,20,0,5111.06,562.12,0,0,641,65
35,19,1,12472.07,1399.55,0,0,2167,12
46,23,0,4758.17,924.51,0,0,2261,19
45,15,0,5568.76,1165.54,0,0,6622,1
53,4,0,504.38,97.3,0,0,1624,30
42,15,0,2769.8,224.98,0,0,1902,2
18,5,0,1265.79,291.79,0,0,514,29
45,16,0,2502.36,590.86,0,0,2837,3
22,18,1,4579.05,846.13,0,0,1634,13
20,3,1,1844.91,195.36,0,0,2007,3
27,22,0,7341.99,1330.81,1,16929,3266,22
54,35,1,25588.47,4534.92,1,89524,4299,6
45,18,0,4356.93,290.26,0,0,2648,17
40,22,0,7257.03,437.88,0,0,1619,2
32,17,0,4001.83,296.92,0,0,1308,61
57,13,0,2295.19,381.37,0,0,659,15
39,17,1,14939.54,932,0,0,1597,9
25,33,0,3364.97,595.35,1,33799,10066,14
40,17,0,1327.57,73.22,1,14381,1134,8
37,17,0,4349.7,711.85,0,0,3269,38
22,1,0,236.35,34.21,0,0,587,18
41,4,0,404.79,93.18,0,0,2767,2
24,27,1,14176.71,919.52,0,0,8513,80
20,7,0,2384.96,226.03,0,0,982,77
40,21,0,3145.27,660.88,0,0,3578,19
43,20,0,6155.18,687.48,0,0,2331,3
51,19,0,4996.48,948.85,0,0,2574,30
44,48,1,34783.35,3429.65,1,64689,7854,7
26,5,0,908.67,187.54,1,1544,1582,41
28,4,0,1126.09,258.19,0,0,1131,0
40,14,0,1809.06,75.87,0,0,1242,21
43,17,0,3805.75,677.85,0,0,1361,95
32,10,0,1314.04,262.84,0,0,2005,7
27,14,0,4096.18,271.36,0,0,1663,21
64,3,0,545.89,24.53,0,0,1274,21
48,2,0,643.44,126.3,0,0,2410,25
45,13,0,1841.47,209.5,0,0,1514,5
40,4,0,606.19,119.91,1,2731,1405,2
43,3,0,963.59,92.14,0,0,2345,52
46,8,0,2060.16,384.22,0,0,1488,16
25,5,0,951.43,105.94,0,0,1518,9
48,10,0,2265.84,395.18,1,5437,3815,3
37,14,0,2795.63,659.04,0,0,1518,1
45,23,0,5618.38,1068.75,0,0,864,3
39,3,0,276.28,23.76,0,0,2551,0
27,21,0,4942.89,443.99,0,0,4838,20
47,10,1,8098.61,675.67,1,19997,691,40
28,8,0,2293.24,103.46,0,0,1630,25
39,6,0,599.13,131.97,0,0,1584,6
41,12,1,4159.56,314.37,1,26429,3751,12
54,5,0,1281.26,189.99,0,0,2934,9
28,1,0,233.96,40.45,1,415,949,35
35,13,1,9879.66,530.11,0,0,6308,4
45,12,1,4583.04,392.49,0,0,5074,1
38,24,0,8963.38,1845.97,1,12103,2243,8
40,24,0,1949.88,121.31,0,0,1316,13
18,3,0,238.17,42.3,0,0,519,16
18,5,0,1786.55,190.65,0,0,555,3
35,12,0,1897.68,130.33,0,0,2555,22
29,14,0,3651.2,400.44,0,0,2528,60
22,2,0,256.48,58.35,1,1273,403,16
51,27,1,13944.55,2667.02,0,0,4329,16
55,4,0,489.02,64.04,1,4184,2684,5
44,15,0,2732.81,593.59,0,0,4080,36
39,18,1,9827.95,1839.12,0,0,4246,6
26,24,0,6147.55,402.77,1,18610,3273,4
44,30,1,13653.15,2132.57,0,0,5738,23
48,16,0,4932.61,470.12,1,4795,2727,5
47,2,0,317.31,64.49,0,0,1137,9
38,24,0,5500.64,1327.05,0,0,2011,68
61,14,0,3774.58,813.34,0,0,1424,18
42,29,0,6184.25,1528.43,1,26977,1995,18
55,20,0,2824.99,161.17,1,15826,3274,11
63,2,0,753.23,121.38,0,0,680,50
19,3,0,697.22,124.11,0,0,300,47
28,1,0,244.6,41.73,0,0,1659,15
54,51,2,81833.07,16167.59,0,0,8050,1
29,10,0,2470.51,207.06,0,0,720,2
50,2,1,903.99,155.45,0,0,2431,6
32,17,0,1783.56,185.25,0,0,2320,4
26,21,1,11515.31,950.37,0,0,1713,20
18,9,0,2039.31,342.45,0,0,1653,32
26,14,1,6399.89,1027.82,0,0,6903,33
56,14,0,1594.43,107.39,0,0,1672,5
41,53,1,16567.14,1054.2,0,0,7336,6
39,7,1,1844.75,89.6,1,11854,5983,22
45,51,1,27666.14,2631.38,1,57110,19554,18
43,12,0,2586.45,490.62,1,11221,3253,5
52,21,0,6670.58,834.26,0,0,2308,0
47,13,0,3881.7,600.7,0,0,1328,51
18,2,0,373.53,40.63,0,0,366,33
39,16,0,5658.66,317.42,0,0,3384,6
28,2,0,692.05,158.11,0,0,1740,20
29,89,1,63816.46,6664.63,1,125326,20924,1
36,1,0,223.64,26.23,1,843,2124,7
48,3,0,637.68,112.44,0,0,1678,3
43,54,1,24444.31,4725.82,0,0,5574,12
21,4,0,902.57,70.7,0,0,520,0
29,9,1,4824.25,1139.5,0,0,2922,37
41,13,0,1054.82,95.19,0,0,932,13
43,31,2,55617.73,5750.08,1,183560,12496,9
49,17,0,2528.17,548.05,0,0,2241,2
19,3,0,316.51,61,1,2348,304,28
27,27,2,24937.41,1495.61,1,112550,13926,2
38,61,0,15638.64,2367.56,0,0,4713,0
33,11,0,2622.83,386.78,0,0,1299,6
42,7,1,3640.12,666.25,0,0,6170,2
22,9,1,3131.83,196.26,0,0,7278,37
36,3,0,994.36,64.46,1,3044,3116,18
40,22,0,2723.32,180.18,0,0,1082,3
47,23,0,7157.22,848.84,0,0,1944,1
18,6,0,1724.68,252.58,0,0,610,18
36,5,0,684.36,162.26,0,0,1087,17
55,8,1,3212.19,607.43,1,7255,6235,0
35,24,0,5241.99,1238.36,0,0,2354,1
52,23,0,6805.5,461.83,0,0,1421,17
55,3,0,460.23,29.16,0,0,1598,10
35,12,0,1502.78,134.13,1,8553,5519,60
39,8,0,1023.21,63.09,0,0,1793,0
39,6,0,909.79,208,1,4503,2685,13
27,22,0,5268.09,1257.39,1,19473,1727,39
53,11,1,3341.9,260.39,0,0,13446,18
28,42,2,79360.61,12354.75,0,0,12618,8
35,26,0,6456.54,641.84,0,0,4588,4
46,24,0,7423.84,917.83,1,7646,987,15
25,17,1,4896.77,368.39,1,39894,3975,24
36,17,0,1630.9,341.88,0,0,1280,19
32,20,0,3268.22,468.95,0,0,1143,3
31,24,0,3082.05,690,1,10966,2772,53
63,13,0,1486.48,353.51,0,0,686,54
29,24,0,8044.72,1925.71,0,0,6071,10
30,11,0,4053.04,912.19,0,0,1545,16
42,13,1,5088.67,820.2,1,13543,5642,17
39,18,0,2118.3,444.53,1,17141,1651,43
28,12,1,8038.56,668.2,0,0,6018,39
44,78,0,16095.32,675.08,1,72482,9959,7
35,3,0,446.56,51.44,0,0,1048,13
41,18,1,7302.64,600.04,1,37777,3660,1
36,5,1,2395.53,435.96,0,0,4458,5
37,9,1,4303.4,483.29,0,0,3902,45
43,66,0,11818.05,542.57,0,0,5171,1
44,20,0,5204.83,537.45,0,0,1013,15
