id_vuelo;aeropuerto_origen;aeropuerto_destino;hora_salida_programada;dia_semana;distancia_vuelo;condiciones_climaticas;congestion_aerea;congestion_aerea_num;tipo_avion;ocupacion_vuelo;temporada_alta;temporada_alta_bin;puerta_embarque;visibilidad;tiempo_estimado_vuelo;horas_sp;minutos_sp;tipo;demora;PRE_1;demora_predicha;filter_$;comprobacion
12612;MIA;MDE;7:45:00 a. m.;Martes;2750;Lluvia;Media;1,00;Boeing 757;73,1;FALSO;0,00;47;14,7;248;7;45;1;0,00;0,34700;1,00;0;0,00
12614;EZE;PTY;11:45:00 a. m.;Viernes;5100;Nublado;Media;1,00;Airbus A330;30,6;FALSO;0,00;25;12,1;415;11;45;1;0,00;0,23778;0,00;0;1,00
12618;CCS;EZE;7:00:00 a. m.;Jueves;4300;Lluvia;Baja;0,00;Boeing 787;57,0;FALSO;0,00;22;22,2;353;7;0;1;0,00;0,23375;0,00;0;1,00
12621;PTY;SJO;8:00:00 a. m.;Lunes;580;Despejado;Baja;0,00;Embraer E190;40,5;VERDADERO;1,00;11;23,7;71;8;0;1;0,00;0,22528;0,00;0;1,00
12624;BOG;MDE;5:15:00 a. m.;Martes;235;Nublado;Baja;0,00;Embraer E190;27,8;VERDADERO;1,00;9;28,5;66;5;15;1;0,00;0,21130;0,00;0;1,00
12626;PTY;GUA;7:00:00 a. m.;Lunes;820;Despejado;Baja;0,00;Boeing 757;76,3;VERDADERO;1,00;32;20,3;100;7;0;1;0,00;0,22452;0,00;0;1,00
12629;PTY;IAH;8:15:00 a. m.;Miercoles;2860;Despejado;Media;1,00;Embraer E195;59,3;FALSO;0,00;3;18,5;242;8;15;1;0,00;0,24475;0,00;0;1,00
12631;EZE;COR;10:45:00 a. m.;Lunes;695;Lluvia;Baja;0,00;ATR 72;86,6;VERDADERO;1,00;14;27,5;87;10;45;1;0,00;0,32922;1,00;0;0,00
12634;EZE;LIM;10:00:00 a. m.;Martes;3150;Nublado;Media;1,00;Airbus A330;76,3;VERDADERO;1,00;37;21,1;270;10;0;1;0,00;0,32413;0,00;0;1,00
12638;BOG;BGA;7:00:00 a. m.;Viernes;310;Lluvia;Media;1,00;Embraer E190;63,2;FALSO;0,00;15;22,9;46;7;0;1;0,00;0,33726;1,00;0;0,00
12640;ASU;EZE;10:30:00 a. m.;Viernes;1050;Despejado;Baja;0,00;Embraer E195;84,9;FALSO;0,00;8;10,3;100;10;30;1;0,00;0,15571;0,00;0;1,00
12644;PTY;MDE;7:30:00 a. m.;Viernes;715;Despejado;Baja;0,00;Embraer E190;71,9;VERDADERO;1,00;23;18,0;79;7;30;1;0,00;0,22701;0,00;0;1,00
12645;PTY;MEX;5:30:00 a. m.;Jueves;2280;Despejado;Baja;0,00;Boeing 737 MAX;53,9;FALSO;0,00;7;22,1;198;5;30;1;0,00;0,15679;0,00;0;1,00
12646;EZE;NQN;7:00:00 a. m.;Sabado;1150;Nublado;Baja;0,00;Embraer E195;79,8;FALSO;0,00;40;5,6;122;7;0;1;0,00;0,14135;0,00;0;1,00
12650;GRU;SSA;7:45:00 a. m.;Martes;1940;Nublado;Baja;0,00;Airbus A320neo;49,9;FALSO;0,00;49;12,6;176;7;45;1;0,00;0,14651;0,00;0;1,00
12651;MDE;PTY;6:30:00 a. m.;Martes;715;Despejado;Baja;0,00;Embraer E190;83,8;FALSO;0,00;9;12,8;78;6;30;1;0,00;0,15386;0,00;0;1,00
12652;SJO;PTY;8:15:00 a. m.;Viernes;580;Despejado;Alta;2,00;ATR 72;25,5;FALSO;0,00;46;8,9;72;8;15;1;0,00;0,35249;1,00;0;0,00
12654;MIA;BOG;9:00:00 a. m.;Martes;3160;Despejado;Media;1,00;Boeing 787;78,0;FALSO;0,00;24;20,7;278;9;0;1;0,00;0,24471;0,00;0;1,00
12656;EZE;NQN;10:00:00 a. m.;Viernes;1150;Lluvia;Media;1,00;Boeing 757;84,8;FALSO;0,00;25;11,1;132;10;0;1;0,00;0,33871;1,00;0;0,00
12658;MIA;EZE;5:45:00 a. m.;Miercoles;7720;Nublado;Baja;0,00;Boeing 777;29,3;FALSO;0,00;25;11,7;601;5;45;1;0,00;0,15313;0,00;0;1,00
12660;UIO;MDE;5:30:00 a. m.;Domingo;960;Despejado;Media;1,00;Boeing 757;91,8;FALSO;0,00;40;29,1;103;5;30;1;0,00;0,24294;0,00;0;1,00
12661;EZE;MAD;7:45:00 a. m.;Jueves;10050;Despejado;Baja;0,00;Boeing 787;76,6;VERDADERO;1,00;12;18,1;802;7;45;1;0,00;0,24599;0,00;0;1,00
12664;PTY;IAH;9:30:00 a. m.;Miercoles;2860;Despejado;Media;1,00;Boeing 737 MAX;95,5;VERDADERO;1,00;26;16,2;243;9;30;1;0,00;0,34383;1,00;0;0,00
12669;EZE;MDZ;8:00:00 a. m.;Miercoles;1040;Nublado;Media;1,00;Boeing 737 MAX;41,0;VERDADERO;1,00;23;14,7;105;8;0;1;0,00;0,31652;0,00;0;1,00
12670;MDE;CLO;7:45:00 a. m.;Miercoles;265;Nublado;Media;1,00;Boeing 737;49,2;FALSO;0,00;12;22,3;62;7;45;1;0,00;0,22838;0,00;0;1,00
12671;PEI;MDE;6:00:00 a. m.;Jueves;140;Niebla;Media;1,00;Boeing 737;63,7;FALSO;0,00;1;2,2;30;6;0;1;0,00;0,43410;1,00;0;0,00
12672;PTY;GUA;7:45:00 a. m.;Sabado;820;Lluvia;Baja;0,00;Boeing 757;38,9;FALSO;0,00;20;9,1;101;7;45;1;0,00;0,22970;0,00;0;1,00
12673;UIO;MDE;7:30:00 a. m.;Domingo;960;Nublado;Baja;0,00;Boeing 737 MAX;61,9;VERDADERO;1,00;7;8,4;95;7;30;1;0,00;0,21169;0,00;0;1,00
12674;MDE;PEI;7:45:00 a. m.;Lunes;140;Nublado;Alta;2,00;Boeing 737;88,9;VERDADERO;1,00;18;18,7;36;7;45;1;0,00;0,45026;1,00;0;0,00
12675;MVD;EZE;5:00:00 a. m.;Domingo;210;Lluvia;Baja;0,00;ATR 72;60,7;FALSO;0,00;41;13,3;58;5;0;1;0,00;0,22354;0,00;0;1,00
12676;FLN;GRU;6:00:00 a. m.;Sabado;690;Niebla;Media;1,00;ATR 72;49,0;FALSO;0,00;28;1,0;77;6;0;1;0,00;0,43519;1,00;0;0,00
12680;BGA;BOG;11:45:00 a. m.;Sabado;310;Despejado;Alta;2,00;Airbus A320;88,5;FALSO;0,00;7;28,1;51;11;45;1;0,00;0,36273;1,00;0;0,00
12683;EZE;AEP;4:00:00 a. m.;Jueves;35;Despejado;Baja;0,00;Airbus A320;70,7;VERDADERO;1,00;48;15,1;34;4;0;1;0,00;0,22048;0,00;0;1,00
12686;GRU;FLN;5:15:00 a. m.;Martes;690;Lluvia;Baja;0,00;ATR 72;65,3;VERDADERO;1,00;36;29,5;92;5;15;1;0,00;0,32214;0,00;0;1,00
12687;BOG;PTY;10:30:00 a. m.;Miercoles;650;Lluvia;Media;1,00;Boeing 737;74,6;FALSO;0,00;1;23,1;77;10;30;1;0,00;0,34430;1,00;0;0,00
12690;PTY;MEX;4:30:00 a. m.;Martes;2280;Despejado;Baja;0,00;Embraer E195;83,5;FALSO;0,00;45;21,6;220;4;30;1;0,00;0,15629;0,00;0;1,00
12691;CTG;BOG;5:00:00 a. m.;Miercoles;135;Lluvia;Media;1,00;Boeing 737;75,0;FALSO;0,00;30;13,9;39;5;0;1;0,00;0,33332;1,00;0;0,00
12692;BOG;UIO;6:00:00 a. m.;Jueves;730;Despejado;Baja;0,00;Embraer E190;75,9;FALSO;0,00;48;15,8;96;6;0;1;0,00;0,15198;0,00;0;1,00
12694;MDE;CLO;6:00:00 a. m.;Viernes;265;Nublado;Media;1,00;Boeing 737;60,1;FALSO;0,00;18;24,8;48;6;0;1;0,00;0,22360;0,00;0;1,00
12695;EZE;MIA;10:45:00 a. m.;Lunes;7720;Despejado;Media;1,00;Boeing 787;81,0;VERDADERO;1,00;26;26,1;628;10;45;1;0,00;0,36034;1,00;0;0,00
12696;GRU;EZE;9:15:00 a. m.;Martes;1760;Despejado;Baja;0,00;Boeing 757;41,5;FALSO;0,00;42;7,1;176;9;15;1;0,00;0,15464;0,00;0;1,00
12697;MDE;PEI;6:15:00 a. m.;Martes;140;Despejado;Media;1,00;Boeing 737;91,5;VERDADERO;1,00;28;10,3;39;6;15;1;0,00;0,33200;1,00;0;0,00
12701;SCL;EZE;7:00:00 a. m.;Lunes;1140;Nublado;Baja;0,00;Boeing 757;75,8;FALSO;0,00;22;16,1;109;7;0;1;0,00;0,14265;0,00;0;1,00
12703;EZE;TUC;6:45:00 a. m.;Sabado;1230;Lluvia;Alta;2,00;Boeing 757;50,7;FALSO;0,00;34;12,4;123;6;45;1;0,00;0,47465;1,00;0;0,00
12707;BOG;LIM;7:45:00 a. m.;Martes;1890;Despejado;Media;1,00;Boeing 757;68,7;FALSO;0,00;2;29,4;171;7;45;1;0,00;0,24764;0,00;0;1,00
12708;GRU;GIG;7:45:00 a. m.;Miercoles;360;Despejado;Baja;0,00;Boeing 737;49,4;FALSO;0,00;46;26,3;72;7;45;1;0,00;0,15679;0,00;0;1,00
12710;PTY;UIO;7:45:00 a. m.;Jueves;1420;Niebla;Baja;0,00;Embraer E195;67,2;VERDADERO;1,00;12;1,6;134;7;45;1;0,00;0,42457;1,00;0;0,00
12711;UIO;MDE;7:15:00 a. m.;Lunes;960;Nublado;Baja;0,00;Boeing 757;68,3;FALSO;0,00;43;16,0;100;7;15;1;0,00;0,14349;0,00;0;1,00
12712;BOG;JFK;4:45:00 a. m.;Martes;3930;Despejado;Media;1,00;Boeing 777;72,4;FALSO;0,00;32;10,8;331;4;45;1;0,00;0,24615;0,00;0;1,00
12717;CLO;BOG;7:45:00 a. m.;Domingo;300;Nublado;Alta;2,00;Embraer E190;72,6;VERDADERO;1,00;28;7,0;48;7;45;1;0,00;0,44769;1,00;0;0,00
12720;POA;GRU;5:45:00 a. m.;Viernes;1110;Nublado;Baja;0,00;Boeing 757;70,6;FALSO;0,00;11;8,9;124;5;45;1;0,00;0,14415;0,00;0;1,00
12721;EZE;TUC;9:45:00 a. m.;Jueves;1230;Despejado;Alta;2,00;Airbus A320neo;87,2;FALSO;0,00;40;6,9;138;9;45;1;0,00;0,35837;1,00;0;0,00
12722;UIO;EZE;6:30:00 a. m.;Miercoles;3900;Despejado;Alta;2,00;Airbus A350;89,1;VERDADERO;1,00;5;27,0;326;6;30;1;0,00;0,47943;1,00;0;0,00
12723;BOG;BAQ;8:15:00 a. m.;Domingo;145;Nublado;Media;1,00;Embraer E190;64,7;VERDADERO;1,00;48;26,7;34;8;15;1;0,00;0,31911;0,00;0;1,00
12724;BOG;BGA;5:00:00 a. m.;Martes;310;Despejado;Baja;0,00;ATR 72;95,6;VERDADERO;1,00;44;17,9;72;5;0;1;0,00;0,22203;0,00;0;1,00
12726;EZE;GRU;8:30:00 a. m.;Domingo;1760;Despejado;Baja;0,00;Boeing 737 MAX;87,0;FALSO;0,00;39;17,8;167;8;30;1;0,00;0,15681;0,00;0;1,00
12729;BOG;MDE;9:45:00 a. m.;Lunes;235;Despejado;Baja;0,00;ATR 72;56,9;FALSO;0,00;44;17,6;64;9;45;1;0,00;0,15632;0,00;0;1,00
12730;PTY;GUA;7:15:00 a. m.;Jueves;820;Nublado;Alta;2,00;Embraer E195;75,9;FALSO;0,00;15;20,2;95;7;15;1;0,00;0,33636;1,00;0;0,00
12732;MIA;BOG;10:00:00 a. m.;Sabado;3160;Lluvia;Baja;0,00;Boeing 787;43,0;VERDADERO;1,00;38;24,7;269;10;0;1;0,00;0,32833;1,00;0;0,00
12733;EZE;AEP;9:45:00 a. m.;Jueves;35;Niebla;Baja;0,00;Airbus A320;77,9;FALSO;0,00;21;0,2;50;9;45;1;0,00;0,31348;0,00;0;1,00
12736;BOG;PEI;10:45:00 a. m.;Lunes;265;Despejado;Alta;2,00;ATR 72;81,7;VERDADERO;1,00;4;6,1;50;10;45;1;0,00;0,47025;1,00;0;0,00
12738;POA;GRU;5:00:00 a. m.;Sabado;1110;Despejado;Baja;0,00;Boeing 757;65,8;FALSO;0,00;41;20,4;114;5;0;1;0,00;0,15267;0,00;0;1,00
12740;GIG;GRU;7:45:00 a. m.;Lunes;360;Despejado;Media;1,00;Embraer E190;95,2;FALSO;0,00;49;23,3;65;7;45;1;0,00;0,24356;0,00;0;1,00
12742;EZE;MVD;7:30:00 a. m.;Lunes;210;Despejado;Baja;0,00;Embraer E190;80,3;FALSO;0,00;12;25,7;37;7;30;1;0,00;0,15534;0,00;0;1,00
12743;PTY;SJO;6:15:00 a. m.;Sabado;580;Lluvia;Baja;0,00;Boeing 737;96,8;VERDADERO;1,00;10;24,8;74;6;15;1;0,00;0,32156;0,00;0;1,00
12746;MDE;PEI;6:15:00 a. m.;Miercoles;140;Niebla;Baja;0,00;Airbus A320;96,3;FALSO;0,00;22;1,5;45;6;15;1;0,00;0,30808;0,00;0;1,00
12748;MDE;UIO;9:15:00 a. m.;Domingo;960;Nublado;Baja;0,00;Boeing 737 MAX;76,4;VERDADERO;1,00;16;19,4;119;9;15;1;0,00;0,21320;0,00;0;1,00
12750;CCS;PTY;9:45:00 a. m.;Lunes;1010;Despejado;Media;1,00;Embraer E195;92,9;FALSO;0,00;15;29,5;95;9;45;1;0,00;0,24720;0,00;0;1,00
12756;BOG;UIO;9:30:00 a. m.;Viernes;730;Despejado;Alta;2,00;Airbus A320;44,1;FALSO;0,00;10;18,6;87;9;30;1;0,00;0,35791;1,00;0;0,00
12757;GRU;CWB;6:15:00 a. m.;Jueves;410;Tormenta;Alta;2,00;Embraer E190;85,7;FALSO;0,00;29;3,4;71;6;15;1;0,00;0,72837;1,00;0;0,00
12759;CTG;MDE;10:15:00 a. m.;Lunes;365;Despejado;Baja;0,00;Embraer E190;83,2;VERDADERO;1,00;43;20,4;62;10;15;1;0,00;0,22700;0,00;0;1,00
12760;MVD;GRU;7:45:00 a. m.;Jueves;1550;Despejado;Media;1,00;Boeing 757;86,8;VERDADERO;1,00;13;23,7;143;7;45;1;0,00;0,34302;1,00;0;0,00
12762;GRU;PTY;10:45:00 a. m.;Domingo;4630;Despejado;Media;1,00;Boeing 787;89,3;FALSO;0,00;10;9,5;383;10;45;1;0,00;0,25096;0,00;0;1,00
12763;EZE;ROS;6:45:00 a. m.;Sabado;295;Despejado;Baja;0,00;Airbus A320;94,7;FALSO;0,00;24;5,1;47;6;45;1;0,00;0,15342;0,00;0;1,00
12765;SCL;EZE;7:45:00 a. m.;Miercoles;1140;Despejado;Media;1,00;Airbus A320neo;65,4;FALSO;0,00;27;16,8;126;7;45;1;0,00;0,24381;0,00;0;1,00
12766;COR;EZE;7:30:00 a. m.;Jueves;695;Despejado;Media;1,00;ATR 72;58,7;FALSO;0,00;24;12,1;99;7;30;1;0,00;0,24046;0,00;0;1,00
12769;NQN;EZE;8:30:00 a. m.;Jueves;1150;Despejado;Alta;2,00;Airbus A320neo;73,7;FALSO;0,00;26;19,3;127;8;30;1;0,00;0,35831;1,00;0;0,00
12771;UIO;MDE;6:45:00 a. m.;Lunes;960;Nublado;Alta;2,00;Boeing 757;75,3;FALSO;0,00;26;11,4;114;6;45;1;0,00;0,33788;1,00;0;0,00
12774;MDE;CLO;9:15:00 a. m.;Viernes;265;Despejado;Media;1,00;Embraer E190;58,3;FALSO;0,00;29;12,6;44;9;15;1;0,00;0,23934;0,00;0;1,00
12775;BOG;CTG;7:15:00 a. m.;Domingo;135;Lluvia;Alta;2,00;Airbus A320;36,7;VERDADERO;1,00;14;29,6;59;7;15;1;0,00;0,58933;1,00;0;0,00
12776;CTG;BOG;8:00:00 a. m.;Lunes;135;Despejado;Media;1,00;Airbus A320;68,7;FALSO;0,00;7;7,7;30;8;0;1;0,00;0,23598;0,00;0;1,00
12779;ROS;EZE;7:45:00 a. m.;Lunes;295;Tormenta;Media;1,00;Boeing 737;92,9;VERDADERO;1,00;16;3,3;66;7;45;1;0,00;0,71601;1,00;0;0,00
12780;GUA;PTY;11:15:00 a. m.;Domingo;820;Lluvia;Media;1,00;Embraer E195;87,4;VERDADERO;1,00;38;21,1;83;11;15;1;0,00;0,45530;1,00;0;0,00
12781;BOG;BGA;7:00:00 a. m.;Viernes;310;Despejado;Baja;0,00;ATR 72;97,5;VERDADERO;1,00;34;17,7;58;7;0;1;0,00;0,22314;0,00;0;1,00
12785;MDE;BGA;7:00:00 a. m.;Domingo;295;Despejado;Baja;0,00;Boeing 737;87,7;FALSO;0,00;15;18,4;67;7;0;1;0,00;0,15218;0,00;0;1,00
12786;BGA;BOG;10:45:00 a. m.;Jueves;310;Despejado;Baja;0,00;ATR 72;83,6;VERDADERO;1,00;49;17,5;61;10;45;1;0,00;0,22950;0,00;0;1,00
12787;BOG;JFK;5:30:00 a. m.;Lunes;3930;Despejado;Baja;0,00;Boeing 777;64,9;FALSO;0,00;45;7,5;335;5;30;1;0,00;0,15706;0,00;0;1,00
12788;PTY;UIO;8:15:00 a. m.;Viernes;1420;Despejado;Media;1,00;Boeing 737 MAX;66,7;FALSO;0,00;1;22,6;145;8;15;1;0,00;0,24279;0,00;0;1,00
12790;PTY;IAH;6:00:00 a. m.;Viernes;2860;Lluvia;Baja;0,00;Boeing 737 MAX;61,8;VERDADERO;1,00;30;6,1;260;6;0;1;0,00;0,32057;0,00;0;1,00
12792;JFK;EZE;4:45:00 a. m.;Martes;8530;Lluvia;Alta;2,00;Boeing 777;73,6;VERDADERO;1,00;26;29,6;674;4;45;1;0,00;0,61195;1,00;0;0,00
12794;EZE;IGR;5:45:00 a. m.;Domingo;1100;Nublado;Alta;2,00;Boeing 737 MAX;70,9;FALSO;0,00;20;10,3;117;5;45;1;0,00;0,33721;1,00;0;0,00
12799;BAQ;BOG;9:15:00 a. m.;Jueves;145;Despejado;Baja;0,00;ATR 72;53,7;FALSO;0,00;30;14,7;30;9;15;1;0,00;0,15349;0,00;0;1,00
12802;CLO;MDE;6:00:00 a. m.;Miercoles;265;Nublado;Media;1,00;ATR 72;80,5;VERDADERO;1,00;46;16,3;53;6;0;1;0,00;0,31372;0,00;0;1,00
12804;PTY;MDE;6:30:00 a. m.;Viernes;715;Nublado;Baja;0,00;Boeing 737;89,1;VERDADERO;1,00;14;19,0;90;6;30;1;0,00;0,21253;0,00;0;1,00
12809;PTY;MEX;9:15:00 a. m.;Miercoles;2280;Niebla;Alta;2,00;Embraer E195;47,3;VERDADERO;1,00;23;0,3;198;9;15;1;0,00;0,68924;1,00;0;0,00
12810;GRU;FLN;8:15:00 a. m.;Domingo;690;Despejado;Baja;0,00;Airbus A320;70,3;FALSO;0,00;26;12,5;100;8;15;1;0,00;0,15350;0,00;0;1,00
12811;MIA;BOG;10:15:00 a. m.;Jueves;3160;Despejado;Media;1,00;Boeing 787;50,1;FALSO;0,00;11;16,8;282;10;15;1;0,00;0,24622;0,00;0;1,00
12812;MDZ;EZE;9:15:00 a. m.;Viernes;1040;Despejado;Media;1,00;Boeing 737 MAX;69,5;FALSO;0,00;14;26,1;98;9;15;1;0,00;0,24334;0,00;0;1,00
12817;FLN;GRU;7:15:00 a. m.;Martes;690;Despejado;Media;1,00;Embraer E190;86,0;VERDADERO;1,00;49;12,5;89;7;15;1;0,00;0,33450;1,00;0;0,00
12818;ROS;EZE;8:00:00 a. m.;Domingo;295;Niebla;Media;1,00;Airbus A320;47,0;FALSO;0,00;34;0,3;57;8;0;1;0,00;0,43564;1,00;0;0,00
12820;BOG;PTY;7:00:00 a. m.;Lunes;650;Despejado;Baja;0,00;Airbus A320;46,6;FALSO;0,00;34;8,1;83;7;0;1;0,00;0,15129;0,00;0;1,00
12821;PEI;MDE;7:45:00 a. m.;Jueves;140;Despejado;Baja;0,00;Airbus A320;51,9;VERDADERO;1,00;6;19,9;32;7;45;1;0,00;0,22787;0,00;0;1,00
12822;GRU;PTY;8:00:00 a. m.;Jueves;4630;Despejado;Baja;0,00;Boeing 787;78,8;VERDADERO;1,00;33;15,6;379;8;0;1;0,00;0,23116;0,00;0;1,00
12823;MDE;CLO;6:00:00 a. m.;Lunes;265;Tormenta;Baja;0,00;Airbus A320;42,1;VERDADERO;1,00;19;0,8;53;6;0;1;0,00;0,58418;1,00;0;0,00
12824;MDZ;EZE;8:00:00 a. m.;Viernes;1040;Nublado;Alta;2,00;Airbus A320neo;84,1;FALSO;0,00;44;17,4;102;8;0;1;0,00;0,33499;1,00;0;0,00
12825;CCS;BOG;8:45:00 a. m.;Martes;1010;Despejado;Alta;2,00;Embraer E195;95,9;FALSO;0,00;35;19,1;113;8;45;1;0,00;0,35997;1,00;0;0,00
12826;BOG;CLO;9:15:00 a. m.;Viernes;300;Despejado;Media;1,00;ATR 72;87,6;FALSO;0,00;19;16,5;47;9;15;1;0,00;0,24013;0,00;0;1,00
12830;EZE;BRC;7:30:00 a. m.;Sabado;1650;Lluvia;Baja;0,00;Embraer E195;66,9;FALSO;0,00;11;28,2;159;7;30;1;0,00;0,23314;0,00;0;1,00
12833;BOG;CTG;7:15:00 a. m.;Lunes;135;Despejado;Alta;2,00;Boeing 737;78,0;FALSO;0,00;46;22,5;31;7;15;1;0,00;0,35388;1,00;0;0,00
12835;PTY;GUA;7:15:00 a. m.;Martes;820;Nublado;Baja;0,00;Boeing 737 MAX;64,2;VERDADERO;1,00;17;22,9;103;7;15;1;0,00;0,21245;0,00;0;1,00
12836;EZE;MIA;7:00:00 a. m.;Domingo;7720;Nublado;Alta;2,00;Airbus A350;59,1;FALSO;0,00;46;28,0;615;7;0;1;0,00;0,35222;1,00;0;0,00
12838;MDE;BGA;8:30:00 a. m.;Domingo;295;Lluvia;Baja;0,00;Boeing 737;77,5;FALSO;0,00;1;15,6;52;8;30;1;0,00;0,22895;0,00;0;1,00
12839;PTY;CCS;8:30:00 a. m.;Lunes;1010;Nublado;Baja;0,00;Boeing 757;62,1;VERDADERO;1,00;6;5,5;112;8;30;1;0,00;0,21183;0,00;0;1,00
12840;CLO;MDE;8:45:00 a. m.;Sabado;265;Lluvia;Media;1,00;Embraer E190;92,8;VERDADERO;1,00;37;8,5;62;8;45;1;0,00;0,45260;1,00;0;0,00
12841;MVD;GRU;9:30:00 a. m.;Martes;1550;Despejado;Baja;0,00;Boeing 757;91,0;VERDADERO;1,00;30;21,5;147;9;30;1;0,00;0,23033;0,00;0;1,00
12844;BOG;MEX;7:45:00 a. m.;Sabado;2700;Nublado;Baja;0,00;Boeing 757;69,9;FALSO;0,00;41;17,7;247;7;45;1;0,00;0,14815;0,00;0;1,00
12845;BOG;PEI;5:00:00 a. m.;Viernes;265;Despejado;Baja;0,00;Airbus A320;70,8;VERDADERO;1,00;37;8,6;48;5;0;1;0,00;0,22031;0,00;0;1,00
12846;CTG;BOG;8:45:00 a. m.;Sabado;135;Nublado;Baja;0,00;Boeing 737;80,8;VERDADERO;1,00;42;26,9;34;8;45;1;0,00;0,21549;0,00;0;1,00
12850;AEP;EZE;9:45:00 a. m.;Domingo;35;Nublado;Baja;0,00;ATR 72;89,9;FALSO;0,00;18;9,8;42;9;45;1;0,00;0,14453;0,00;0;1,00
12851;BOG;EZE;7:00:00 a. m.;Lunes;4650;Despejado;Alta;2,00;Boeing 777;70,6;VERDADERO;1,00;39;19,7;368;7;0;1;0,00;0,47590;1,00;0;0,00
12852;MEX;GRU;7:45:00 a. m.;Sabado;7300;Lluvia;Alta;2,00;Boeing 787;76,7;FALSO;0,00;4;23,3;592;7;45;1;0,00;0,49389;1,00;0;0,00
12858;BOG;EZE;7:15:00 a. m.;Viernes;4650;Nublado;Baja;0,00;Boeing 787;77,5;FALSO;0,00;28;13,0;395;7;15;1;0,00;0,14784;0,00;0;1,00
12862;ASU;EZE;8:30:00 a. m.;Martes;1050;Niebla;Baja;0,00;Boeing 757;89,1;FALSO;0,00;41;1,4;102;8;30;1;0,00;0,31338;0,00;0;1,00
12864;BRC;EZE;8:45:00 a. m.;Martes;1650;Nublado;Media;1,00;Boeing 757;83,9;VERDADERO;1,00;27;26,4;171;8;45;1;0,00;0,32630;0,00;0;1,00
12867;LIM;MDE;9:45:00 a. m.;Viernes;2100;Despejado;Media;1,00;Airbus A320neo;78,4;VERDADERO;1,00;14;22,1;188;9;45;1;0,00;0,34543;1,00;0;0,00
12868;EZE;AEP;11:30:00 a. m.;Viernes;35;Nublado;Alta;2,00;Airbus A320;79,6;VERDADERO;1,00;6;24,5;37;11;30;1;0,00;0,45255;1,00;0;0,00
12869;GRU;MIA;9:30:00 a. m.;Martes;7520;Lluvia;Media;1,00;Boeing 777;84,4;FALSO;0,00;10;7,4;602;9;30;1;0,00;0,35599;1,00;0;0,00
12870;BOG;CLO;9:30:00 a. m.;Martes;300;Nublado;Media;1,00;Boeing 737;77,0;FALSO;0,00;23;15,2;52;9;30;1;0,00;0,22677;0,00;0;1,00
12873;POA;GRU;7:15:00 a. m.;Miercoles;1110;Nublado;Media;1,00;Boeing 757;88,6;VERDADERO;1,00;13;13,1;104;7;15;1;0,00;0,31752;0,00;0;1,00
12874;EZE;SCL;7:00:00 a. m.;Jueves;1140;Nublado;Media;1,00;Embraer E195;92,6;FALSO;0,00;21;6,0;132;7;0;1;0,00;0,22240;0,00;0;1,00
12876;MDE;PTY;7:15:00 a. m.;Miercoles;715;Despejado;Media;1,00;Boeing 737;73,7;FALSO;0,00;6;26,6;79;7;15;1;0,00;0,24160;0,00;0;1,00
12878;EZE;COR;6:30:00 a. m.;Sabado;695;Despejado;Alta;2,00;ATR 72;60,6;FALSO;0,00;8;9,3;97;6;30;1;0,00;0,35337;1,00;0;0,00
12882;NQN;EZE;6:00:00 a. m.;Lunes;1150;Despejado;Alta;2,00;Boeing 757;89,2;VERDADERO;1,00;8;24,8;135;6;0;1;0,00;0,46739;1,00;0;0,00
12883;MDE;CTG;8:00:00 a. m.;Miercoles;365;Despejado;Baja;0,00;Airbus A320;49,4;FALSO;0,00;29;20,9;69;8;0;1;0,00;0,15303;0,00;0;1,00
12884;BOG;MDE;4:15:00 a. m.;Domingo;235;Nublado;Baja;0,00;Airbus A320;73,9;FALSO;0,00;1;24,1;51;4;15;1;0,00;0,14238;0,00;0;1,00
12888;EZE;AEP;8:15:00 a. m.;Sabado;35;Despejado;Baja;0,00;Embraer E190;63,3;FALSO;0,00;3;21,4;51;8;15;1;0,00;0,15381;0,00;0;1,00
12889;GUA;PTY;11:15:00 a. m.;Domingo;820;Despejado;Baja;0,00;Boeing 757;79,5;VERDADERO;1,00;20;10,3;86;11;15;1;0,00;0,22659;0,00;0;1,00
12890;LIM;BOG;11:45:00 a. m.;Martes;1890;Nublado;Baja;0,00;Boeing 757;71,4;VERDADERO;1,00;17;28,6;186;11;45;1;0,00;0,22057;0,00;0;1,00
12893;TUC;EZE;7:30:00 a. m.;Miercoles;1230;Lluvia;Baja;0,00;Boeing 757;58,4;VERDADERO;1,00;30;11,7;117;7;30;1;0,00;0,32274;0,00;0;1,00
12896;CLT;PTY;8:15:00 a. m.;Sabado;2890;Nublado;Media;1,00;Boeing 757;65,0;VERDADERO;1,00;13;12,2;264;8;15;1;0,00;0,32203;0,00;0;1,00
12897;PEI;BOG;5:45:00 a. m.;Viernes;265;Lluvia;Baja;0,00;Airbus A320;66,0;VERDADERO;1,00;34;27,0;45;5;45;1;0,00;0,32449;0,00;0;1,00
12898;PEI;BOG;6:30:00 a. m.;Domingo;265;Despejado;Baja;0,00;ATR 72;33,7;FALSO;0,00;19;15,6;45;6;30;1;0,00;0,15363;0,00;0;1,00
12900;ROS;EZE;6:30:00 a. m.;Miercoles;295;Despejado;Media;1,00;Airbus A320;50,8;FALSO;0,00;44;28,9;68;6;30;1;0,00;0,24225;0,00;0;1,00
