id_vuelo,aeropuerto_origen,aeropuerto_destino,hora_salida_programada,dia_semana,distancia_vuelo,condiciones_climaticas,congestion_aerea,tipo_avion,ocupacion_vuelo,temporada_alta,puerta_embarque,visibilidad,tiempo_estimado_vuelo,demora
13207,CTG,BOG,07:00,Viernes,135,Tormenta,Baja,ATR 72,68.2,FALSO,11,4.3,57,1
13210,AEP,EZE,08:15,Martes,35,Lluvia,Baja,Boeing 737,56.8,FALSO,10,12.7,39,0
13213,PTY,GUA,07:00,Jueves,820,Despejado,Baja,Airbus A320neo,80.7,FALSO,8,13.1,88,0
13216,GRU,FLN,08:30,Domingo,690,Niebla,Media,Boeing 737,47.3,FALSO,6,0.6,91,0
13217,JFK,PTY,09:00,Miercoles,3520,Despejado,Baja,Boeing 777,68,FALSO,28,21.6,296,0
13218,GRU,POA,07:00,Lunes,1110,Nublado,Media,Boeing 737 MAX,80.9,FALSO,17,27.3,120,0
13219,CLO,BOG,07:45,Martes,300,Despejado,Baja,Boeing 737,75.6,VERDADERO,7,9.3,45,0
13220,CCS,EZE,08:15,Lunes,4300,Despejado,Baja,Boeing 777,59.5,FALSO,6,25.8,370,0
13221,GIG,EZE,08:00,Viernes,1970,Despejado,Baja,Boeing 737 MAX,23.9,FALSO,27,12.7,192,0
13222,PTY,MIA,09:00,Sabado,2200,Despejado,Baja,Boeing 757,89.1,FALSO,28,12.5,199,0
13225,AEP,EZE,05:15,Martes,35,Nublado,Baja,Embraer E190,76.5,FALSO,33,6.7,25,0
13226,EZE,AEP,07:45,Lunes,35,Despejado,Baja,Embraer E190,69.9,FALSO,41,16.7,24,0
13227,EZE,ASU,07:45,Miercoles,1050,Despejado,Baja,Airbus A320neo,55.6,VERDADERO,22,16.9,118,0
13228,ROS,EZE,05:00,Viernes,295,Nublado,Baja,ATR 72,82.4,FALSO,27,16.6,60,0
13229,JFK,MDE,07:00,Domingo,3560,Despejado,Media,Airbus A330,68.8,FALSO,8,25.3,299,1
13230,GRU,MEX,07:00,Domingo,7300,Despejado,Baja,Airbus A330,85.4,FALSO,10,22.5,568,0
13232,MDE,UIO,06:00,Sabado,960,Lluvia,Baja,Boeing 757,77.8,VERDADERO,42,10.9,113,0
13233,GRU,AMS,07:00,Lunes,9850,Despejado,Baja,Airbus A350,88.8,VERDADERO,22,21.6,759,0
13236,GUA,PTY,07:30,Lunes,820,Lluvia,Media,Embraer E195,94,VERDADERO,40,8.9,104,0
13237,EZE,CCS,05:00,Jueves,4300,Nublado,Media,Boeing 777,83.3,FALSO,22,14.2,347,0
13238,MDE,BAQ,06:30,Domingo,310,Despejado,Alta,Airbus A320,91.3,FALSO,22,12.4,49,1
13239,GIG,EZE,08:15,Lunes,1970,Despejado,Baja,Airbus A320neo,63.2,VERDADERO,2,17.8,191,0
13240,CDG,GRU,05:30,Domingo,9400,Lluvia,Media,Boeing 777,62.1,FALSO,10,17.6,733,1
13241,LIM,MDE,08:15,Jueves,2100,Lluvia,Baja,Airbus A320neo,83.7,FALSO,20,16.6,189,0
13242,EZE,COR,12:45,Sabado,695,Despejado,Alta,Embraer E190,45.6,VERDADERO,40,20.8,81,0
13244,GRU,JFK,08:15,Lunes,7680,Despejado,Baja,Airbus A350,83.4,FALSO,7,19.7,614,0
13245,ASU,EZE,09:45,Sabado,1050,Nublado,Media,Airbus A320neo,70.5,FALSO,32,17.6,104,0
13247,BOG,BAQ,10:00,Miercoles,145,Despejado,Baja,ATR 72,46.8,FALSO,18,25.5,45,0
13248,BOG,UIO,07:00,Sabado,730,Despejado,Baja,Airbus A320,93.5,FALSO,41,26.7,80,0
13250,SSA,GRU,07:00,Domingo,1940,Despejado,Alta,Boeing 737 MAX,84.3,FALSO,44,11.3,182,1
13251,GRU,AMS,09:00,Domingo,9850,Despejado,Media,Airbus A350,46.3,FALSO,39,21,787,0
13253,PTY,JFK,10:45,Lunes,3520,Tormenta,Alta,Airbus A350,81,FALSO,3,1.4,284,1
13254,TUC,EZE,08:15,Jueves,1230,Despejado,Baja,Boeing 757,70.4,FALSO,43,11.3,124,0
13255,PTY,SJO,06:45,Domingo,580,Despejado,Media,Airbus A320,55.8,VERDADERO,22,14,75,0
13256,EZE,IGR,09:00,Jueves,1100,Nublado,Media,Embraer E195,67.5,FALSO,23,15.8,117,0
13258,MDE,BGA,07:45,Lunes,295,Despejado,Media,Airbus A320,84.9,FALSO,35,23.6,44,0
13259,GRU,FLN,05:00,Sabado,690,Nublado,Baja,ATR 72,88.9,VERDADERO,48,29.3,74,0
13260,CLO,MDE,05:00,Jueves,265,Despejado,Media,Boeing 737,66.7,FALSO,6,7.1,44,0
13261,CWB,GRU,08:45,Viernes,410,Niebla,Alta,Boeing 737,56.4,VERDADERO,47,2.9,61,0
13262,BOG,CCS,07:00,Lunes,1010,Lluvia,Media,Boeing 757,58.8,FALSO,7,14,102,1
13263,GUA,PTY,08:15,Sabado,820,Despejado,Alta,Embraer E195,83.2,FALSO,25,29.6,88,1
13265,MDE,BAQ,05:45,Viernes,310,Despejado,Baja,Embraer E190,74.4,FALSO,41,14.8,58,0
13267,BOG,CLO,05:45,Miercoles,300,Despejado,Media,Embraer E190,63.4,FALSO,45,10.4,68,0
13268,CTG,BOG,07:45,Martes,135,Lluvia,Baja,Airbus A320,79.5,FALSO,14,25.7,48,1
13271,UIO,EZE,07:30,Viernes,3900,Despejado,Baja,Boeing 777,93,FALSO,33,15.8,317,0
13272,MIA,EZE,06:30,Viernes,7720,Lluvia,Media,Airbus A350,83.6,FALSO,11,10.2,601,1
13273,LIM,BOG,08:30,Jueves,1890,Despejado,Baja,Airbus A320neo,75.9,VERDADERO,40,16.5,188,0
13274,POA,GRU,08:30,Miercoles,1110,Tormenta,Baja,Airbus A320neo,57,FALSO,12,4,114,1
13276,BOG,BAQ,08:15,Domingo,145,Nublado,Baja,Embraer E190,57.4,FALSO,11,15.8,30,0
13277,SCL,GRU,06:15,Sabado,2620,Lluvia,Media,Boeing 737 MAX,67.5,FALSO,10,18.8,242,0
13279,PTY,BOG,10:45,Jueves,650,Nublado,Baja,Boeing 737,87.9,VERDADERO,9,29.4,76,0
13280,GRU,FLN,08:45,Domingo,690,Nublado,Alta,Airbus A320,55.7,FALSO,44,16,75,0
13281,MDE,PTY,07:15,Viernes,715,Nublado,Media,Boeing 737,70.5,FALSO,43,16.3,85,0
13282,SJO,PTY,05:30,Martes,580,Despejado,Baja,ATR 72,75.2,FALSO,24,12,77,1
13284,SCL,EZE,09:00,Jueves,1140,Nublado,Baja,Boeing 757,58.3,FALSO,19,29,126,0
13285,EZE,MDZ,07:30,Lunes,1040,Nublado,Baja,Airbus A320neo,32.4,VERDADERO,33,15.5,113,0
13286,CLO,BOG,07:15,Domingo,300,Nublado,Media,Embraer E190,59.5,FALSO,48,19.1,47,0
13287,JFK,PTY,09:15,Lunes,3520,Nublado,Alta,Boeing 787,66.7,VERDADERO,34,19.8,292,1
13291,PTY,UIO,09:30,Sabado,1420,Despejado,Media,Airbus A320neo,83.4,FALSO,43,22.6,141,0
13292,MDE,PEI,07:45,Martes,140,Lluvia,Baja,ATR 72,80,FALSO,36,9.9,32,0
13293,GIG,GRU,06:45,Sabado,360,Despejado,Media,ATR 72,63.8,VERDADERO,21,17,67,0
13294,BOG,LIM,06:45,Miercoles,1890,Lluvia,Media,Airbus A320neo,40.1,FALSO,22,19.3,185,0
13295,PTY,LIM,05:30,Sabado,2970,Nublado,Baja,Boeing 737 MAX,71.8,FALSO,6,24.8,256,1
13297,EZE,AEP,06:15,Martes,35,Despejado,Media,ATR 72,82.1,FALSO,11,28.7,50,0
13298,BOG,LIM,09:15,Jueves,1890,Despejado,Media,Airbus A320neo,99.7,FALSO,49,10.6,166,1
13300,TUC,EZE,05:45,Domingo,1230,Lluvia,Baja,Embraer E195,70.8,FALSO,19,22.4,121,0
13301,BOG,EZE,09:00,Domingo,4650,Despejado,Media,Boeing 777,43.7,VERDADERO,25,27.7,396,0
13302,CLT,PTY,10:30,Lunes,2890,Despejado,Media,Boeing 757,77.1,FALSO,27,7.8,260,0
13304,GRU,FLN,05:30,Miercoles,690,Nublado,Baja,Boeing 737,69.4,FALSO,36,6.1,91,0
13305,PTY,GRU,06:45,Domingo,4630,Tormenta,Media,Boeing 777,42.1,FALSO,24,1.1,384,1
13306,GRU,CDG,08:45,Miercoles,9400,Nublado,Baja,Airbus A330,71.6,VERDADERO,13,11.3,732,1
13307,MDE,BGA,09:00,Lunes,295,Niebla,Baja,Airbus A320,84.6,FALSO,21,1.7,66,0
13308,MDE,JFK,07:00,Miercoles,3560,Despejado,Alta,Airbus A350,53.8,FALSO,47,12.3,310,1
13309,GIG,GRU,08:30,Sabado,360,Despejado,Baja,ATR 72,98,FALSO,6,28.1,54,0
13310,EZE,AEP,10:30,Jueves,35,Despejado,Media,ATR 72,34,FALSO,4,29.5,36,0
13312,MDE,JFK,08:15,Miercoles,3560,Despejado,Baja,Airbus A330,61.8,VERDADERO,38,9.5,304,0
13313,MDE,CTG,06:15,Jueves,365,Tormenta,Media,Airbus A320,90.8,FALSO,38,1.1,72,1
13314,MVD,EZE,07:45,Jueves,210,Nublado,Media,Embraer E190,77.2,FALSO,37,20.4,59,0
13317,UIO,MDE,11:45,Domingo,960,Despejado,Media,Embraer E195,73.5,VERDADERO,35,22.5,113,0
13318,PTY,CLT,09:45,Domingo,2890,Lluvia,Baja,Boeing 737 MAX,77.8,VERDADERO,40,28.6,251,0
13319,MDZ,EZE,06:30,Martes,1040,Despejado,Alta,Boeing 757,88.7,VERDADERO,43,10.5,123,1
13320,BOG,UIO,08:45,Miercoles,730,Lluvia,Alta,Boeing 737,72.5,VERDADERO,13,18.3,81,0
13321,MDE,BAQ,08:15,Martes,310,Niebla,Alta,Airbus A320,51.3,VERDADERO,12,2.5,45,0
13322,PTY,IAH,10:45,Miercoles,2860,Despejado,Baja,Boeing 757,83.4,FALSO,16,10.2,251,0
13323,MDE,UIO,06:15,Martes,960,Despejado,Media,Embraer E195,86.8,VERDADERO,11,19.6,94,0
13325,MDE,GRU,07:45,Sabado,4180,Despejado,Alta,Boeing 777,49.7,FALSO,19,14.8,334,0
13326,BOG,UIO,08:00,Jueves,730,Nublado,Media,Embraer E190,74,FALSO,19,22.2,84,0
13327,BOG,CLO,07:45,Sabado,300,Lluvia,Baja,Embraer E190,79.7,FALSO,34,13.3,65,0
13328,EZE,JFK,06:00,Lunes,8530,Nublado,Media,Boeing 777,99,FALSO,15,14.2,679,0
13329,CWB,GRU,05:15,Miercoles,410,Nublado,Baja,Embraer E190,77.9,VERDADERO,29,15.5,72,0
13330,SSA,GRU,07:15,Viernes,1940,Niebla,Media,Boeing 757,71.2,FALSO,41,2,193,0
13331,CTG,MDE,06:00,Viernes,365,Despejado,Media,Boeing 737,50.1,FALSO,18,27.7,64,0
13332,GRU,JFK,07:00,Jueves,7680,Despejado,Media,Airbus A330,56.2,VERDADERO,23,22.9,613,1
13333,MDE,BAQ,07:15,Viernes,310,Despejado,Media,ATR 72,77.7,FALSO,21,22.9,45,0
13334,NQN,EZE,08:00,Lunes,1150,Nublado,Baja,Boeing 757,63.1,FALSO,44,17.2,123,0
13337,EZE,LIM,06:45,Domingo,3150,Niebla,Media,Airbus A350,89.9,FALSO,31,1.2,275,1
13338,SSA,GRU,07:45,Jueves,1940,Tormenta,Alta,Boeing 737 MAX,42.5,FALSO,7,3.8,182,1
13339,LIM,MDE,06:45,Miercoles,2100,Niebla,Media,Embraer E195,95,FALSO,35,3,193,1
13340,BOG,CLO,10:15,Domingo,300,Nublado,Media,Embraer E190,83.3,VERDADERO,32,11.4,54,0
13341,MDE,BOG,05:15,Domingo,235,Despejado,Alta,ATR 72,69.1,VERDADERO,24,12.4,61,1
13343,MDE,CTG,05:15,Sabado,365,Nublado,Baja,ATR 72,69.9,FALSO,31,24.8,71,0
13344,GRU,BOG,08:45,Martes,3940,Lluvia,Media,Boeing 787,60.3,VERDADERO,38,7.7,325,0
13345,EZE,TUC,07:30,Viernes,1230,Nublado,Alta,Boeing 757,86,FALSO,29,18,136,0
13346,EZE,JFK,10:15,Domingo,8530,Despejado,Media,Boeing 777,35.6,FALSO,38,23.1,660,0
13347,MDE,MIA,07:15,Domingo,2750,Despejado,Alta,Boeing 737 MAX,88.8,FALSO,49,23.8,227,0
13348,BOG,UIO,07:30,Miercoles,730,Despejado,Media,Embraer E190,72.2,VERDADERO,46,13.6,103,0
13349,MEX,PTY,08:00,Jueves,2280,Despejado,Alta,Embraer E195,90.2,FALSO,29,9,196,1
13350,EZE,MIA,06:45,Lunes,7720,Nublado,Alta,Boeing 787,85.2,VERDADERO,7,22.6,610,1
13352,BOG,MDE,10:45,Miercoles,235,Lluvia,Media,Airbus A320,70.1,VERDADERO,30,26.5,62,1
13355,BOG,CLO,06:45,Lunes,300,Despejado,Baja,Airbus A320,45.1,FALSO,18,30,50,0
13356,MAD,GRU,08:30,Lunes,9350,Despejado,Media,Boeing 787,84.9,VERDADERO,12,10.3,748,0
13357,JFK,PTY,08:00,Sabado,3520,Despejado,Baja,Boeing 787,77,VERDADERO,12,18.1,287,0
13358,BOG,MDE,08:30,Sabado,235,Despejado,Media,Airbus A320,86.9,VERDADERO,40,12.7,49,0
13359,MDE,MIA,09:15,Viernes,2750,Despejado,Media,Boeing 757,90,VERDADERO,49,16.3,227,1
13360,MDE,CLO,06:15,Martes,265,Despejado,Media,ATR 72,87.5,FALSO,35,13.9,60,0
13361,EZE,MIA,05:00,Miercoles,7720,Despejado,Media,Boeing 787,44.7,VERDADERO,29,7.8,616,0
13362,BGA,BOG,07:30,Sabado,310,Lluvia,Media,Boeing 737,80.5,FALSO,12,26.5,58,0
13363,MEX,PTY,07:15,Domingo,2280,Niebla,Baja,Airbus A320neo,59.8,FALSO,38,1.6,215,0
13364,ASU,EZE,09:15,Domingo,1050,Despejado,Alta,Boeing 757,89.1,VERDADERO,25,25.6,111,0
13365,MDE,BAQ,07:15,Viernes,310,Nublado,Media,Boeing 737,86.3,FALSO,1,17.2,58,0
13366,JFK,MDE,07:00,Sabado,3560,Despejado,Alta,Airbus A330,86.1,VERDADERO,4,13.5,287,0
13368,MDE,BAQ,08:00,Lunes,310,Despejado,Media,Embraer E190,30.2,FALSO,46,6.7,48,0
13369,BGA,BOG,08:30,Lunes,310,Despejado,Media,Airbus A320,55.3,VERDADERO,10,14.2,72,1
13370,PTY,CCS,07:00,Miercoles,1010,Niebla,Media,Airbus A320neo,67.6,FALSO,23,0.5,120,0
13371,CCS,PTY,09:30,Jueves,1010,Despejado,Alta,Boeing 757,62,FALSO,20,10.6,106,0
13372,EZE,MDZ,06:00,Martes,1040,Nublado,Baja,Airbus A320neo,79.2,VERDADERO,49,5.5,111,0
13373,EZE,MIA,08:15,Jueves,7720,Despejado,Baja,Airbus A350,73,VERDADERO,46,6.2,607,0
13374,BOG,BGA,08:15,Sabado,310,Tormenta,Baja,Embraer E190,42.5,VERDADERO,29,3.7,68,1
13375,GRU,MAD,06:45,Sabado,9350,Nublado,Media,Airbus A330,52.5,FALSO,3,11.1,723,0
13378,MDE,CLO,10:45,Miercoles,265,Despejado,Media,Embraer E190,62.9,FALSO,34,7.7,42,0
13379,CTG,BOG,09:15,Sabado,135,Nublado,Alta,Airbus A320,80.3,FALSO,1,29.2,53,0
13381,BOG,CTG,06:15,Martes,135,Nublado,Media,Embraer E190,91.3,FALSO,13,24.8,33,0
13382,EZE,GIG,07:15,Lunes,1970,Niebla,Media,Boeing 757,74,FALSO,12,2.8,174,0
13383,EZE,TUC,10:00,Jueves,1230,Despejado,Media,Boeing 757,71.4,VERDADERO,14,26.8,128,0
13384,IAH,PTY,08:00,Sabado,2860,Lluvia,Media,Boeing 737 MAX,81.6,VERDADERO,18,10.2,239,1
13385,EZE,IGR,10:30,Viernes,1100,Nublado,Baja,Embraer E195,89.8,FALSO,11,17.8,121,0
13386,CTG,MDE,07:00,Jueves,365,Despejado,Baja,Embraer E190,87.8,VERDADERO,22,25.9,47,0
13387,SSA,GRU,10:15,Lunes,1940,Despejado,Baja,Airbus A320neo,61.1,FALSO,17,12.2,176,0
13388,POA,GRU,07:30,Jueves,1110,Despejado,Media,Embraer E195,78.4,FALSO,27,11,123,1
13389,BOG,PEI,10:45,Sabado,265,Lluvia,Alta,Airbus A320,89.6,FALSO,24,21.4,43,1
13390,PTY,CLT,06:00,Domingo,2890,Nublado,Media,Boeing 757,71.5,FALSO,32,20,251,0
13391,PTY,MDE,07:00,Miercoles,715,Nublado,Baja,Embraer E190,91,VERDADERO,2,27.3,74,0
13392,IAH,PTY,07:15,Miercoles,2860,Tormenta,Baja,Boeing 737 MAX,60.3,FALSO,34,3.2,248,1
13393,BOG,LIM,08:15,Domingo,1890,Despejado,Baja,Boeing 737 MAX,59,VERDADERO,18,13.3,174,0
13396,BGA,MDE,08:45,Jueves,295,Tormenta,Alta,ATR 72,94.7,FALSO,44,4.2,68,0
13397,CTG,BOG,07:45,Lunes,135,Lluvia,Alta,ATR 72,69.2,VERDADERO,35,15.3,39,0
13398,MDE,UIO,10:45,Jueves,960,Despejado,Media,Boeing 737 MAX,53.2,VERDADERO,25,29.2,116,1
13399,BOG,PTY,09:30,Viernes,650,Lluvia,Baja,ATR 72,58.7,VERDADERO,49,10.4,96,0
13400,MVD,GRU,07:15,Domingo,1550,Despejado,Media,Airbus A320neo,65.2,VERDADERO,18,8.1,136,0
13401,BOG,BAQ,10:00,Miercoles,145,Despejado,Alta,Airbus A320,63.7,FALSO,17,14.5,52,0
13402,MDE,GRU,06:45,Sabado,4180,Niebla,Media,Airbus A350,84.4,FALSO,20,2.4,349,0
13403,MDE,CLO,08:15,Jueves,265,Despejado,Baja,Embraer E190,95.5,FALSO,49,24.5,60,1
13404,FLN,GRU,07:00,Viernes,690,Lluvia,Baja,Embraer E190,71.1,VERDADERO,8,7.3,77,0
13405,EZE,GRU,07:45,Domingo,1760,Despejado,Alta,Boeing 737 MAX,66.7,VERDADERO,13,16.3,156,0
13407,SJO,PTY,07:00,Viernes,580,Despejado,Baja,ATR 72,91,VERDADERO,1,27.3,73,0
13408,EZE,AEP,07:45,Jueves,35,Despejado,Alta,Embraer E190,81.5,VERDADERO,11,7.7,30,0
13409,MDE,PTY,10:00,Viernes,715,Tormenta,Baja,Boeing 737,67.7,FALSO,37,4.8,86,1
13410,EZE,CCS,10:00,Domingo,4300,Despejado,Baja,Airbus A330,70.9,FALSO,23,22.2,344,1
13413,GRU,MVD,08:00,Jueves,1550,Nublado,Media,Airbus A320neo,89,VERDADERO,34,16.5,165,0
13414,BOG,JFK,06:45,Sabado,3930,Lluvia,Alta,Airbus A350,44.2,VERDADERO,1,12.9,332,1
13415,GRU,AMS,08:45,Domingo,9850,Lluvia,Baja,Boeing 787,92,FALSO,14,22.8,787,1
13417,MAD,EZE,10:15,Miercoles,10050,Nublado,Media,Boeing 787,90.4,FALSO,38,16.5,801,1
13418,POA,GRU,07:00,Miercoles,1110,Lluvia,Media,Airbus A320neo,78.5,FALSO,35,18.8,122,0
13419,BOG,PTY,06:00,Sabado,650,Nublado,Media,Boeing 737,79.2,FALSO,40,28.9,79,1
13420,ROS,EZE,07:45,Miercoles,295,Nublado,Baja,Boeing 737,81.7,FALSO,15,6.9,48,0
13421,MDE,BOG,08:45,Miercoles,235,Tormenta,Media,Airbus A320,74.9,VERDADERO,20,2.2,49,0
13424,EZE,LIM,08:45,Sabado,3150,Lluvia,Media,Airbus A330,69.7,FALSO,8,28.9,273,1
13425,BOG,MDE,10:00,Jueves,235,Despejado,Media,Embraer E190,94.4,FALSO,33,11.8,42,0
13427,PTY,MEX,06:30,Miercoles,2280,Lluvia,Baja,Boeing 737 MAX,82.7,FALSO,12,11.6,198,0
13428,LIM,MDE,09:30,Lunes,2100,Tormenta,Baja,Boeing 737 MAX,65.8,FALSO,17,4.8,182,1
13429,EZE,ROS,06:30,Lunes,295,Niebla,Alta,ATR 72,90.9,FALSO,26,1.2,56,1
13431,GRU,PTY,05:00,Domingo,4630,Despejado,Media,Boeing 787,44.9,FALSO,5,17.1,384,0
13432,CWB,GRU,06:15,Miercoles,410,Despejado,Baja,ATR 72,95.2,VERDADERO,28,18.1,63,1
13433,GIG,GRU,07:30,Jueves,360,Despejado,Alta,Airbus A320,77.7,FALSO,21,15.5,51,0
13436,BOG,EZE,06:15,Viernes,4650,Despejado,Alta,Airbus A330,95.9,VERDADERO,16,10.5,391,1
13437,BOG,CLO,07:30,Sabado,300,Nublado,Media,Boeing 737,67.8,VERDADERO,24,24.3,58,0
13438,GRU,GIG,07:15,Miercoles,360,Nublado,Baja,Embraer E190,54.1,VERDADERO,13,21.9,57,0
13439,CDG,GRU,07:45,Domingo,9400,Despejado,Baja,Boeing 787,75.1,VERDADERO,5,17.4,737,0
13440,MIA,BOG,07:00,Sabado,3160,Nublado,Baja,Airbus A350,65.8,VERDADERO,12,5.7,279,0
13441,BOG,PEI,09:00,Miercoles,265,Despejado,Baja,ATR 72,48.7,FALSO,29,8.8,66,0
13442,BOG,MDE,06:15,Sabado,235,Despejado,Baja,Airbus A320,59.4,FALSO,4,19.4,39,0
13443,PEI,MDE,08:15,Jueves,140,Lluvia,Baja,Boeing 737,87.9,VERDADERO,39,13.8,36,0
13444,BOG,UIO,07:45,Miercoles,730,Lluvia,Alta,Embraer E190,67.9,VERDADERO,33,21.4,100,1
13445,CLO,BOG,05:00,Domingo,300,Despejado,Media,ATR 72,82.3,FALSO,41,20.7,69,0
13446,UIO,BOG,09:00,Viernes,730,Nublado,Media,Embraer E190,86.5,FALSO,4,14.2,86,0
13447,GRU,BOG,06:30,Lunes,3940,Nublado,Media,Airbus A330,67.3,VERDADERO,24,24.1,323,0
13448,EZE,MDZ,06:15,Domingo,1040,Nublado,Baja,Boeing 737 MAX,54.2,FALSO,5,18.6,110,0
13449,EZE,AEP,06:00,Sabado,35,Nublado,Media,Embraer E190,51.5,VERDADERO,25,12.3,29,1
13451,BOG,CTG,08:00,Lunes,135,Despejado,Media,Boeing 737,55.3,FALSO,30,17.3,39,0
13452,AEP,EZE,08:45,Miercoles,35,Lluvia,Media,Airbus A320,64.9,VERDADERO,12,25,48,0
13453,SSA,GRU,07:00,Viernes,1940,Despejado,Alta,Boeing 737 MAX,88.3,VERDADERO,12,21.5,170,1
13454,EZE,GRU,07:45,Sabado,1760,Despejado,Alta,Boeing 737 MAX,71.9,FALSO,32,29.2,169,0
13455,PTY,EZE,06:45,Sabado,5100,Tormenta,Baja,Airbus A330,94.4,FALSO,16,3,409,1
13456,BOG,LIM,09:45,Domingo,1890,Despejado,Media,Airbus A320neo,79.3,VERDADERO,31,26.3,189,0
13457,BAQ,MDE,06:30,Lunes,310,Niebla,Baja,Boeing 737,73.2,VERDADERO,37,0.3,70,1
13458,BAQ,BOG,07:30,Jueves,145,Despejado,Media,Embraer E190,81.4,VERDADERO,32,11.4,34,0
13460,MDE,BAQ,08:00,Domingo,310,Lluvia,Media,Embraer E190,72.4,FALSO,43,12,50,0
13461,BAQ,MDE,06:00,Domingo,310,Nublado,Media,ATR 72,75,FALSO,25,12.7,63,0
13463,BOG,MDE,09:00,Jueves,235,Despejado,Media,Boeing 737,68.7,VERDADERO,30,16,54,1
13465,CTG,BOG,10:15,Lunes,135,Despejado,Media,Embraer E190,84.9,FALSO,25,20,38,0
13466,PEI,MDE,08:30,Lunes,140,Nublado,Baja,Embraer E190,79.4,FALSO,38,27.9,33,0
13467,MDE,GRU,09:30,Lunes,4180,Despejado,Alta,Boeing 777,68.7,VERDADERO,16,16.3,337,1
13468,MIA,BOG,08:45,Jueves,3160,Lluvia,Alta,Airbus A350,89.9,FALSO,49,14.6,268,0
13470,BGA,MDE,09:00,Domingo,295,Lluvia,Media,Airbus A320,64.2,FALSO,9,29.2,61,0
13472,AEP,EZE,07:15,Jueves,35,Despejado,Baja,Embraer E190,84.7,FALSO,12,20.3,34,0
13474,MIA,MDE,05:15,Sabado,2750,Despejado,Alta,Airbus A320neo,75.6,FALSO,42,8.9,238,0
13476,BOG,CLO,08:45,Viernes,300,Lluvia,Baja,Airbus A320,56.5,FALSO,44,27.5,48,1
13477,GRU,JFK,05:30,Viernes,7680,Lluvia,Media,Airbus A330,62,VERDADERO,6,13.1,611,0
13481,BOG,GRU,06:30,Viernes,3940,Lluvia,Baja,Boeing 777,56.6,FALSO,7,19.9,333,1
13484,BOG,BGA,06:00,Martes,310,Nublado,Media,ATR 72,70.1,FALSO,42,16.3,60,0
13485,COR,EZE,11:30,Domingo,695,Nublado,Baja,ATR 72,83.5,FALSO,47,8.7,85,0
13488,BGA,BOG,10:45,Domingo,310,Nublado,Baja,Boeing 737,68.2,FALSO,8,29.9,72,0
13491,ASU,EZE,09:00,Lunes,1050,Tormenta,Media,Airbus A320neo,59.6,FALSO,4,0.6,123,0
13492,EZE,SCL,06:45,Domingo,1140,Niebla,Media,Boeing 757,74.1,FALSO,38,0.7,122,1
13493,SCL,EZE,05:30,Jueves,1140,Nublado,Media,Boeing 737 MAX,18.2,FALSO,35,12.8,120,0
13494,BOG,UIO,02:45,Miercoles,730,Despejado,Baja,Embraer E190,84.9,FALSO,35,13.4,82,0
13495,EZE,AEP,09:00,Miercoles,35,Despejado,Baja,Airbus A320,83.3,FALSO,11,25.4,23,0
13496,UIO,PTY,08:45,Domingo,1420,Niebla,Media,Boeing 737 MAX,78,VERDADERO,26,0.9,132,0
13497,CTG,BOG,06:30,Viernes,135,Despejado,Alta,Boeing 737,79.4,FALSO,49,27.3,32,0
13498,MEX,PTY,07:30,Sabado,2280,Tormenta,Media,Boeing 757,65.3,FALSO,7,2.1,208,1
13500,MDE,CTG,05:30,Miercoles,365,Tormenta,Media,ATR 72,54.4,FALSO,37,1.4,66,1
13501,MDE,BOG,07:15,Lunes,235,Lluvia,Baja,ATR 72,70.9,FALSO,45,24,58,0
13502,BOG,PTY,09:00,Martes,650,Nublado,Baja,Embraer E190,96.6,FALSO,28,5.1,68,0
13505,MDE,MIA,05:45,Viernes,2750,Despejado,Baja,Boeing 757,76.1,FALSO,6,19.7,230,1
13506,PTY,BOG,08:30,Domingo,650,Tormenta,Alta,Boeing 737,48.4,VERDADERO,48,2.4,79,1
13507,CCS,EZE,06:30,Jueves,4300,Despejado,Media,Airbus A330,69.8,FALSO,19,7.6,347,0
13511,PTY,GUA,09:15,Lunes,820,Lluvia,Alta,Embraer E195,77.6,FALSO,14,24.4,102,0
13513,MDE,BOG,05:45,Domingo,235,Nublado,Media,Boeing 737,55,FALSO,48,15.3,45,0
13514,MDE,JFK,07:15,Viernes,3560,Despejado,Baja,Airbus A330,75.1,FALSO,5,13.8,316,0
13515,CCS,BOG,05:00,Martes,1010,Despejado,Baja,Boeing 757,49.3,VERDADERO,2,23.1,109,0
13516,UIO,EZE,07:30,Martes,3900,Nublado,Alta,Airbus A350,76.2,VERDADERO,48,18.2,319,0
13517,CLO,BOG,07:15,Jueves,300,Lluvia,Baja,Embraer E190,70.4,VERDADERO,12,22,62,0
13518,GRU,BSB,07:30,Jueves,870,Despejado,Baja,Airbus A320neo,58.6,FALSO,35,19.7,85,0
13519,CCS,PTY,09:45,Martes,1010,Despejado,Media,Boeing 757,81.5,FALSO,38,28,120,0
13521,MIA,GRU,08:15,Martes,7520,Lluvia,Alta,Airbus A350,60.3,FALSO,9,26.9,600,1
13522,AEP,EZE,10:45,Miercoles,35,Despejado,Alta,Boeing 737,86.4,VERDADERO,41,29.2,41,0
13524,ASU,EZE,09:15,Viernes,1050,Lluvia,Media,Embraer E195,86.7,VERDADERO,25,29.4,123,0
13525,UIO,MDE,07:30,Miercoles,960,Tormenta,Baja,Embraer E195,96.3,FALSO,41,3.7,120,1
